metric,value,description
phase289_interpretation_complete,1,Phase289 interpretation completed
phase289_selected_next_route,P289_ADAPTIVE_FULL_DEPTH_LIQUIDITY_PRESSURE_EXPANSION_SEARCH,Selected next route
phase289_phase288_variant_rows,192,Phase288 variants interpreted
phase289_phase288_scenario_rows,2304,Phase288 scenarios interpreted
phase289_phase288_sparse_above12_scenario_rows,0,Phase288 sparse above-12 rows
phase289_phase288_robust_portfolio_floor_scenario_rows,0,Phase288 robust floor rows
phase289_phase288_robust_portfolio_above12_scenario_rows,0,Phase288 robust above-12 rows
phase289_best_phase288_variant_id,P288_P288_EXHAUSTION_REVERSAL_Q50_ORIG_H10,Best interpreted Phase288 variant
phase289_best_liquidity_family,exhaustion_reversal,Best interpreted liquidity family
phase289_best_pressure_column,depth_withdrawal_pressure,Best interpreted pressure feature
phase289_best_side_mode,ORIG,Best interpreted side mode
phase289_best_cost200_annualized_pct,5.391389753841644,Best fixed-capital annualized diagnostic
phase289_best_scheduled_event_rows,4,Best scheduled events
phase289_positive_full_depth_clue_variant_rows,56,Positive full-depth clue variants
phase289_close_phase288_for_acceptance,1,Close Phase288 route for acceptance
phase289_do_not_relax_annualized_denominator,1,Keep fixed-capital annualized denominator
phase289_do_not_claim_portfolio_return,1,Do not claim portfolio return
phase289_strategy_replay_allowed,0,No strategy replay unlocked
phase289_strategy_promotion_allowed,0,No strategy promotion unlocked
phase289_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase289_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase289_hard_gate_pass_rows,9,Hard gates passed
phase289_hard_gate_rows,9,Hard gates evaluated
phase289_next_best_action,run_phase290_adaptive_full_depth_liquidity_pressure_expansion_search_no_paper_live,Recommended next milestone
