trade_date,exchange,symbol,share,file_path_redacted,local_path,status,bytes_written,secret_material_recorded
2026-07-24,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=BAJAJ-AUTO\part-055856_775739-018083.parquet,existing,35831,0
2026-07-24,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=AXISBANK\part-085109_348024-040898.parquet,existing,34721,0
2026-07-24,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=BAJAJ-AUTO\part-054333_743188-016035.parquet,existing,35828,0
2026-07-24,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=AXISBANK\part-040128_626838-002242.parquet,existing,34458,0
2026-07-24,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=AXISBANK\part-063126_850006-022402.parquet,existing,34892,0
2026-07-24,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=ADANIPORTS\part-092339_467109-045185.parquet,existing,34903,0
2026-07-24,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=AXISBANK\part-045155_582816-009090.parquet,existing,35264,0
2026-07-24,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=AXISBANK\part-094416_336104-047938.parquet,existing,36306,0
2026-07-24,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=ADANIPORTS\part-044119_461154-007649.parquet,existing,34681,0
2026-07-24,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=BAJAJ-AUTO\part-055841_755874-018051.parquet,existing,35646,0
2026-07-24,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=AXISBANK\part-085054_845358-040866.parquet,existing,34632,0
2026-07-24,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-24/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-24\exchange=NSE\symbol=BAJAJ-AUTO\part-054319_218598-016003.parquet,existing,35641,0
