strategy_id,transition_type,side,spread_bucket,spread_change_bucket,recent_return_bucket,shard_symbol_label_rows,symbols,trade_dates,signal_rows,mean_gross_bps,median_gross_bps,mean_after_cost_bps,mean_cost_clearing_rate,mean_adverse_direction_rate,worst_gross_bps,best_gross_bps,mean_spread_bps,mean_spread_change_bps,mean_abs_recent_return_bps,mean_cost_bps,label_candidate
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S01_le_1bp,C01_lt_1bp,R04_ge_10bp,1,1,1,1150,0.0,-0.0,-10.030543656207985,0.0,1.0,-0.0,-0.0,0.841615770805326,0.0025569043498449807,30.24173744831141,10.030543656207985,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S01_le_1bp,C01_lt_1bp,R04_ge_10bp,1,1,1,1150,0.0,0.0,-10.030543656207998,0.0,1.0,0.0,0.0,0.8416157708053266,0.0025569043498449803,30.241737448311426,10.030543656207998,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S01_le_1bp,C01_lt_1bp,R04_ge_10bp,1,1,1,2100,0.0,-0.0,-10.031845189566056,0.0,1.0,-0.0,-0.0,0.8424834597107148,-0.0017133220710725432,20.32196448889248,10.031845189566056,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S01_le_1bp,C01_lt_1bp,R04_ge_10bp,1,1,1,2100,0.0,0.0,-10.031845189566061,0.0,1.0,0.0,0.0,0.8424834597107195,-0.0017133220710725406,20.32196448889251,10.031845189566061,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,20,20,1,49100,0.0,-0.0,-11.386255403869036,0.0,1.0,-0.0,-0.0,1.7454236025793612,-0.00478443156448804,27.383844442988117,11.386255403869036,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,20,20,1,49100,0.0,0.0,-11.386255403869038,0.0,1.0,0.0,0.0,1.7454236025793612,-0.00478443156448804,27.383844442988135,11.386255403869038,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,20,20,1,32300,0.0,-0.0,-11.389693280839843,0.0,1.0,-0.0,-0.0,1.747715520559905,0.006219328105693118,35.483932565222695,11.389693280839843,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,20,20,1,32300,0.0,0.0,-11.389693280839856,0.0,1.0,0.0,0.0,1.7477155205599058,0.006219328105693113,35.4839325652227,11.389693280839856,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,20,20,1,8950,0.0,-0.0,-11.391247673660093,0.0,1.0,-0.0,-0.0,1.7487517824400616,-0.0014083597344179187,8.14564781956669,11.391247673660093,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,20,20,1,8950,0.0,0.0,-11.391247673660093,0.0,1.0,0.0,0.0,1.748751782440062,-0.0014083597344179187,8.145647819566692,11.391247673660093,False
