phase277_variant_id,redesign_family,feature_rule,scenario_rows,selected_event_rows,cost200_above12_scenario_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,min_net_pnl_inr,max_scheduled_event_rows,worst_drawdown_inr,uses_top5,uses_levels_2_to_5,l1_only_variant,above12_fraction,median_above12,worst_case_above12
P277_REPLENISH_WITHDRAW_GE_Q90,depth_replenishment_withdrawal,depth_replenish_withdraw_ratio >= 12.933958,6,128,0,3.597798748104333,4.141519867592942,9.370481974163102,297.47561822740005,114.21583327315344,2,-34.52197584054659,0,1,0,0.0,0,0
P277_SPREAD_LE_Q80,spread_regime,avg_spread_bps <= 2.559387,6,276,0,3.597798748104333,4.141519867592942,9.370481974163102,297.47561822740005,114.21583327315344,2,-34.52197584054659,0,0,0,0.0,0,0
P277_REPLENISH_CHURN_Q70,replenishment_churn_filter,depth_replenish_withdraw_ratio >= 8.417774 and top5_churn_pressure <= 342736.393969,6,234,0,3.0353905371278778,6.895706299232592,7.720631524209429,245.09941346696598,96.36160435326596,3,0.0,1,1,0,0.0,0,0
P277_CHURN_LE_Q60,event_sparsity,top5_churn_pressure <= 445889.435425,6,512,0,1.2705099203628936,4.726383815501002,6.911747790276217,219.4205647706736,40.333648265488684,4,-9.363603510182639,1,0,0,0.0,0,0
P277_CHURN_LE_Q80,event_sparsity,top5_churn_pressure <= 71224.830695,6,256,0,3.0353905371278778,6.079533589565381,6.088286104875007,193.27892396428595,96.36160435326596,4,0.0,1,0,0,0.0,0,0
P277_REPLENISH_CHURN_Q80,replenishment_churn_filter,depth_replenish_withdraw_ratio >= 10.699868 and top5_churn_pressure <= 71224.830695,6,138,0,3.0353905371278778,6.079533589565381,6.088286104875007,193.27892396428595,96.36160435326596,4,0.0,1,1,0,0.0,0,0
P277_SPARSITY_PRESSURE_LE_Q80,spread_and_churn_sparsity,event_sparsity_pressure <= 250903.160053,6,256,0,3.0353905371278778,6.079533589565381,6.088286104875007,193.27892396428595,96.36160435326596,4,0.0,1,0,0,0.0,0,0
P277_SPARSITY_PRESSURE_LE_Q90,spread_and_churn_sparsity,event_sparsity_pressure <= 166225.822836,6,128,0,2.740576127999057,3.7521240447694297,5.481152255998114,174.00483352374965,87.00241676187483,3,0.0,1,0,0,0.0,0,0
P277_REPLENISH_CHURN_Q60,replenishment_churn_filter,depth_replenish_withdraw_ratio >= 5.629741 and top5_churn_pressure <= 445889.435425,6,367,0,2.1193839292566254,4.814955400909315,5.391142943305379,171.1473950255676,67.28202950021033,3,-7.939521479617309,1,1,0,0.0,0,0
P277_WEIGHTED_DEPTH_GE_Q90,levels_2_to_5_depth,avg_level_weighted_depth_imbalance >= 0.670035,6,128,0,-1.0454976358812333,0.6755878385115338,4.793346625808602,152.16973415265403,-33.190401139086774,3,-109.27526821541379,0,1,0,0.0,0,0
P277_REPLENISH_WITHDRAW_GE_Q70,depth_replenishment_withdrawal,depth_replenish_withdraw_ratio >= 8.417774,6,384,0,-0.37842777102495917,2.1534066080282956,4.496027101569071,142.73101909743082,-12.013580032538385,3,-69.04395168109316,0,1,0,0.0,0,0
P277_REPLENISH_WITHDRAW_GE_Q80,depth_replenishment_withdrawal,depth_replenish_withdraw_ratio >= 10.699868,6,256,0,-0.37842777102495917,2.1534066080282956,4.496027101569071,142.73101909743082,-12.013580032538385,3,-69.04395168109316,0,1,0,0.0,0,0
P277_SPARSITY_PRESSURE_LE_Q70,spread_and_churn_sparsity,event_sparsity_pressure <= 825012.273327,6,384,0,-0.37842777102495917,2.1534066080282956,4.496027101569071,142.73101909743082,-12.013580032538385,3,-69.04395168109316,1,0,0,0.0,0,0
P277_SPREAD_LE_Q70,spread_regime,avg_spread_bps <= 3.515855,6,400,0,-0.37842777102495917,2.1534066080282956,4.496027101569071,142.73101909743082,-12.013580032538385,3,-69.04395168109316,0,0,0,0.0,0,0
P277_SPARSITY_PRESSURE_LE_Q60,spread_and_churn_sparsity,event_sparsity_pressure <= 1470251.984942,6,512,0,1.2313247417321613,1.6753543354943934,4.238767858513251,134.56405900042066,39.08967434070353,3,-34.52197584054658,1,0,0,0.0,0,0
P277_SPREAD_LE_Q60,spread_regime,avg_spread_bps <= 4.195193,6,527,0,1.2313247417321613,1.6753543354943934,4.238767858513251,134.56405900042066,39.08967434070353,3,-34.52197584054658,0,0,0,0.0,0,0
P277_CHURN_LE_Q70,event_sparsity,top5_churn_pressure <= 342736.393969,6,384,0,-1.1234039680761558,0.4979899805902348,4.238767858513251,134.56405900042066,-35.663618034163676,3,-109.27526821541379,1,0,0,0.0,0,0
P277_BEYOND_L1_IMBALANCE_GE_Q90,levels_2_to_5_depth,avg_depth_beyond_l1_qty_imbalance >= 0.671965,6,128,0,2.067122183430357,2.4089711442933806,4.134244366860714,131.24585291621315,65.62292645810658,3,0.0,0,1,0,0.0,0,0
P277_CHURN_LE_Q50,event_sparsity,top5_churn_pressure <= 610494.118466,6,640,0,1.385352770661341,1.4799597134175808,3.149133312347641,99.97248610627432,43.97945303686797,4,-34.52197584054658,1,0,0,0.0,0,0
P277_SPREAD_LE_Q50,spread_regime,avg_spread_bps <= 4.915814,6,677,0,1.385352770661341,1.4799597134175808,3.149133312347641,99.97248610627432,43.97945303686797,4,-34.52197584054658,0,0,0,0.0,0,0
P277_REPLENISH_WITHDRAW_GE_Q50,depth_replenishment_withdrawal,depth_replenish_withdraw_ratio >= 5.126904,6,640,0,1.2705099203628936,2.6710468020969627,2.8010737634681377,88.92297661803612,40.333648265488684,4,-9.363603510182639,0,1,0,0.0,0,0
P277_SPARSITY_PRESSURE_LE_Q50,spread_and_churn_sparsity,event_sparsity_pressure <= 2187162.832698,6,640,0,1.0812960348504141,1.1759029776066539,2.541019840725787,80.66729653097737,34.32685824921949,4,-34.52197584054658,1,0,0,0.0,0,0
P277_DEPTH_CONSENSUS_GE_Q90,top5_and_levels_2_to_5_consensus,depth_consensus_imbalance >= 0.630512,6,128,0,-8.164875472855568,-3.893226353801972,0.7568455305032495,24.026842238198398,-259.20239596366883,4,-331.3499516178893,1,1,0,0.0,0,0
P277_REPLENISH_WITHDRAW_GE_Q60,depth_replenishment_withdrawal,depth_replenish_withdraw_ratio >= 5.629741,6,512,0,0.08544275714405444,0.18004969990029424,0.549313285313068,17.43851699406565,2.712468480763633,4,-72.59238304709436,0,1,0,0.0,0,0
P277_CHURN_LE_Q90,event_sparsity,top5_churn_pressure <= 49389.356500,6,128,0,-1.8725171969284968,-0.430484640079062,0.0752893183061244,2.3901370890833142,-59.44499037868244,2,-59.44499037868244,1,0,0,0.0,0,0
P277_WEIGHTED_DEPTH_GE_Q70,levels_2_to_5_depth,avg_level_weighted_depth_imbalance >= 0.607609,6,384,0,-8.702729611737498,-5.136090545809201,-0.7847257399404519,-24.911928252077836,-276.27713053134914,4,-276.27713053134914,0,1,0,0.0,0,0
P277_WEIGHTED_DEPTH_GE_Q80,levels_2_to_5_depth,avg_level_weighted_depth_imbalance >= 0.634034,6,256,0,-8.702729611737498,-5.136090545809201,-0.7847257399404519,-24.911928252077836,-276.27713053134914,4,-276.27713053134914,0,1,0,0.0,0,0
P277_SPREAD_LE_Q90,spread_regime,avg_spread_bps <= 2.059387,6,153,0,-5.439176489748987,-3.807030483851711,-1.0874422389772174,-34.52197584054658,-172.67226951584087,2,-172.67226951584087,0,0,0,0.0,0,0
P277_CONSENSUS_SPREAD_Q60,consensus_spread_filter,depth_consensus_imbalance >= 0.590831 and avg_spread_bps <= 4.195193,6,73,0,-6.884341897571069,-2.3735898569539646,-1.3050087651223943,-41.42884968642521,-218.55053643082758,2,-218.55053643082758,1,1,0,0.0,0,0
P277_CONSENSUS_SPREAD_Q70,consensus_spread_filter,depth_consensus_imbalance >= 0.603199 and avg_spread_bps <= 3.515855,6,36,0,-6.884341897571069,-2.3735898569539646,-1.3050087651223943,-41.42884968642521,-218.55053643082758,2,-218.55053643082758,1,1,0,0.0,0,0
P277_BEYOND_L1_IMBALANCE_GE_Q50,levels_2_to_5_depth,avg_depth_beyond_l1_qty_imbalance >= 0.569244,6,640,0,-13.615855277573504,-4.1094535503048055,-1.4109794618228597,-44.79299878802729,-432.2493738912223,4,-442.0289312835512,0,1,0,0.0,0,0
P277_BEYOND_L1_IMBALANCE_GE_Q60,levels_2_to_5_depth,avg_depth_beyond_l1_qty_imbalance >= 0.585786,6,512,0,-13.615855277573504,-4.1094535503048055,-1.4109794618228597,-44.79299878802729,-432.2493738912223,4,-442.0289312835512,0,1,0,0.0,0,0
P277_TOP5_IMBALANCE_GE_Q90,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.648963,6,128,0,-10.950209486002377,-3.8980352228735335,-2.3209657027458785,-73.68145088082153,-347.6256979683294,5,-357.40525536065826,1,0,0,0.0,0,0
P277_BEYOND_L1_IMBALANCE_GE_Q70,levels_2_to_5_depth,avg_depth_beyond_l1_qty_imbalance >= 0.606370,6,384,0,-13.615855277573504,-4.681298307515489,-2.554668976244226,-81.10060242045162,-432.2493738912223,4,-442.0289312835512,0,1,0,0.0,0,0
P277_BEYOND_L1_IMBALANCE_GE_Q80,levels_2_to_5_depth,avg_depth_beyond_l1_qty_imbalance >= 0.634331,6,256,0,-13.615855277573504,-4.681298307515489,-2.554668976244226,-81.10060242045162,-432.2493738912223,4,-442.0289312835512,0,1,0,0.0,0,0
P277_BASE_ALL_COST200_EVENTS,baseline,all cost200 anchor events,6,1280,0,-14.059767841049501,-4.90419287815392,-2.77850183578309,-88.20640748517748,-446.3418362237937,4,-446.3418362237937,1,1,0,0.0,0,0
P277_TOP5_IMBALANCE_GE_Q80,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.627174,6,256,0,-13.615855277573504,-5.677629523215902,-4.547331407645053,-144.3597272268271,-432.2493738912223,5,-442.0289312835512,1,0,0,0.0,0,0
P277_WEIGHTED_DEPTH_GE_Q60,levels_2_to_5_depth,avg_level_weighted_depth_imbalance >= 0.582283,6,512,0,-11.479924324188525,-7.743130880556125,-5.739962162094263,-182.22102101886549,-364.44204203773097,4,-364.44204203773097,0,1,0,0.0,0,0
P277_DEPTH_CONSENSUS_GE_Q60,top5_and_levels_2_to_5_consensus,depth_consensus_imbalance >= 0.590831,6,512,0,-13.615855277573504,-6.346470691217207,-5.885013743647662,-186.8258331316718,-432.2493738912223,4,-442.0289312835512,1,1,0,0.0,0,0
P277_DEPTH_CONSENSUS_GE_Q70,top5_and_levels_2_to_5_consensus,depth_consensus_imbalance >= 0.603199,6,384,0,-13.615855277573504,-6.396552228542422,-5.985176818298093,-190.00561327930455,-432.2493738912223,4,-442.0289312835512,1,1,0,0.0,0,0
P277_WEIGHTED_DEPTH_GE_Q50,levels_2_to_5_depth,avg_level_weighted_depth_imbalance >= 0.557013,6,640,0,-14.291373939052587,-6.684230021956749,-6.222773074387204,-197.54835156784776,-453.6944107635742,4,-453.6944107635742,0,1,0,0.0,0,0
P277_DEPTH_CONSENSUS_GE_Q50,top5_and_levels_2_to_5_consensus,depth_consensus_imbalance >= 0.575120,6,640,0,-13.615855277573504,-7.419255130075267,-6.807927638786752,-216.12468694561116,-432.2493738912223,4,-442.0289312835512,1,1,0,0.0,0,0
P277_TOP5_IMBALANCE_GE_Q50,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.568664,6,640,0,-13.615855277573504,-7.519418204725698,-6.807927638786752,-216.12468694561116,-432.2493738912223,4,-442.0289312835512,1,0,0,0.0,0,0
P277_TOP5_IMBALANCE_GE_Q60,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.586461,6,512,0,-13.615855277573504,-9.741369784548144,-6.807927638786752,-216.12468694561116,-432.2493738912223,4,-442.0289312835512,1,0,0,0.0,0,0
P277_TOP5_IMBALANCE_GE_Q70,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.607049,6,384,0,-13.615855277573504,-9.741369784548144,-6.807927638786752,-216.12468694561116,-432.2493738912223,4,-442.0289312835512,1,0,0,0.0,0,0
P277_DEPTH_CONSENSUS_GE_Q80,top5_and_levels_2_to_5_consensus,depth_consensus_imbalance >= 0.616025,6,256,0,-13.615855277573504,-10.019723824073848,-6.807927638786752,-216.12468694561116,-432.2493738912223,4,-442.0289312835512,1,1,0,0.0,0,0
P277_CONSENSUS_SPREAD_Q80,consensus_spread_filter,depth_consensus_imbalance >= 0.616025 and avg_spread_bps <= 2.559387,6,3,0,-18.358245060189518,-17.595728981570648,-9.179122530094759,-109.27526821541379,-218.55053643082758,2,-218.55053643082758,1,1,0,0.0,0,0
