symbol,strategy_id,side,shard_symbol_label_rows,symbols,trade_dates,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,touch_rate,label_candidate
BANKBEES,P66_FADE_IMBALANCE,-1,6,1,6,1471624,17550,-15.684049928496103,-10.057434243681273,-23.9521699284961,0.9938271604938271,0.0,-181.28751130477627,0.08341535843614523,3.772585215261616,0.32846409481299427,0.011925600561012868,False
CIPLA,P66_FADE_IMBALANCE,-1,6,1,6,1475592,18850,-16.00166093719685,-10.393956766228673,-24.269780937196852,1.0,0.0,-142.93493057446204,0.0,3.0091649892853405,0.5686293938585735,0.01277453388199448,False
NIFTYBEES,P66_FADE_IMBALANCE,-1,6,1,6,1477576,18750,-16.070873302443506,-11.220405845621118,-24.338993302443537,1.0,0.0,-156.16147308781802,0.0,1.7411003245584602,0.6213217672201518,0.012689702593978246,False
JUNIORBEES,P66_JOIN_IMBALANCE,-1,6,1,6,1481544,18050,-16.092809692648697,-10.80270128546501,-24.36092969264872,0.9973118279569894,0.0,-133.5984196130091,0.18700443823904678,3.9120406520509676,0.6974733452847626,0.012183235867446393,False
BANKBEES,P66_JOIN_IMBALANCE,1,6,1,6,1471624,16150,-16.685114093765943,-9.062461226121421,-24.953234093765943,1.0,0.0,-259.6389750922068,0.0,3.7725852152617936,0.3284640948130172,0.01097427060172979,False
NIFTYBEES,P66_JOIN_IMBALANCE,1,6,1,6,1477576,16898,-17.000814867229654,-9.486488972494378,-25.268934867229643,0.9949712643678161,0.0,-214.7588859605376,2.220446049250313e-12,1.741100324558446,0.6213217672201369,0.011436298369762368,False
SUNPHARMA,P66_JOIN_IMBALANCE,-1,6,1,6,577092,7650,-17.54304348140615,-15.152536410850402,-25.811163481406155,1.0,0.0,-162.43551105889375,0.0,2.3166014516379865,0.30583911803747005,0.013256118608471439,False
ITC,P66_FADE_IMBALANCE,-1,6,1,6,1481544,18250,-17.8544438679225,-12.810286922485536,-26.12256386792255,1.0,0.0,-262.97755696419455,-0.8727526618945713,2.3537458033124707,0.5099693864416657,0.012318230170686797,False
CIPLA,P66_JOIN_IMBALANCE,1,6,1,6,1475592,16450,-18.297927744959967,-10.417626621483933,-26.56604774496,1.0,0.0,-261.0708329078604,0.0,3.009164989285406,0.5686293938585704,0.01114806802964505,False
ITBEES,P66_FADE_IMBALANCE,-1,6,1,6,1475592,17550,-18.32565693100966,-10.90604122439498,-26.593776931009703,1.0,0.0,-239.30601256356488,0.0,3.60016166232174,0.7409301095557831,0.011893531545305206,False
ITC,P66_JOIN_IMBALANCE,1,6,1,6,1481544,17200,-18.92777678976496,-11.465012912825202,-27.19589678976492,1.0,0.0,-355.88714518480447,-0.8731336767675568,2.3537458033125307,0.509969386441656,0.01160951007867468,False
JUNIORBEES,P66_FADE_IMBALANCE,1,6,1,6,1481544,15247,-19.0457228249556,-10.916892034644466,-27.3138428249556,0.9897024992566394,0.0,-245.6288234236814,0.1292941830555172,3.9120406520508997,0.6974733452847679,0.010291290707532142,False
NESTLEIND,P66_FADE_IMBALANCE,-1,9,1,6,1455752,17800,-20.238644129026948,-14.650481372960877,-28.50676412902696,1.0,0.0,-196.23875715453764,0.0,3.152645347921133,0.4076503697908693,0.012227357407030869,False
ITBEES,P66_JOIN_IMBALANCE,1,6,1,6,1475592,16099,-20.42697718621596,-10.83503815699327,-28.69509718621597,0.9967320261437909,0.0,-280.45838359469053,2.220446049250313e-12,3.60016166232179,0.7409301095557822,0.010910197398738946,False
NESTLEIND,P66_JOIN_IMBALANCE,1,9,1,6,1455752,16600,-20.460403945364806,-14.566137199141238,-28.728523945364795,1.0,0.0,-231.24340155978751,0.0,3.1434384751275117,0.4082487710547117,0.011403041177343394,False
SUNPHARMA,P66_FADE_IMBALANCE,1,6,1,6,577092,6500,-21.791618080621728,-13.634587234346851,-30.05973808062171,1.0,0.0,-286.0458076884276,0.0,2.316601451638135,0.30583911803747355,0.011263368752295994,False
ICICIBANK,P66_JOIN_IMBALANCE,-1,6,1,6,1469640,18450,-22.910230800623935,-15.553606982902924,-31.178350800623992,0.9931972789115647,0.0,-351.26538514728026,2.220446049250313e-12,1.7561679203693201,0.36826449880448325,0.012554094880378869,False
ICICIBANK,P66_FADE_IMBALANCE,1,6,1,6,1469640,17698,-22.956210847258657,-12.884339866412464,-31.224330847258727,0.9952629543696828,0.0,-311.08950767307687,2.220446049250313e-12,1.756167920369312,0.3682644988044818,0.012042404942707058,False
RELIANCE,P66_FADE_IMBALANCE,-1,6,1,6,1483528,18750,-23.070323643973182,-14.847218663221472,-31.338443643973218,0.9970238095238094,0.0,-299.0332009293273,2.220446049250313e-12,1.773750932796369,0.44435281523656783,0.012638790774424211,False
HDFCBANK,P66_JOIN_IMBALANCE,-1,6,1,6,1453768,18200,-24.250260503845336,-14.263996956639657,-32.518380503845314,0.9882936507936507,0.0,-213.43638525564867,2.220446049250313e-12,1.5052162896036168,0.5716734902271622,0.012519191507860952,False
HCLTECH,P66_JOIN_IMBALANCE,-1,6,1,6,303384,4050,-24.303342988741722,-22.019260334402713,-32.571462988741736,1.0,0.0,-120.19806724702487,0.0,2.8346986789947235,0.304769786967734,0.013349418558658333,False
RELIANCE,P66_JOIN_IMBALANCE,1,6,1,6,1483528,17699,-24.742816706394347,-12.227041915772174,-33.010936706394396,0.9975245023744569,0.0,-456.8416428728317,2.220446049250313e-12,1.7737509327963379,0.4443528152365573,0.011930344422215152,False
HDFCBANK,P66_FADE_IMBALANCE,1,6,1,6,1453768,17599,-24.859204146351782,-12.80094138940896,-33.12732414635176,0.9976321639122451,0.0,-470.63940843845245,2.220446049250313e-12,1.5052162896036452,0.5716734902271587,0.012105783041035434,False
HCLTECH,P66_FADE_IMBALANCE,1,6,1,6,303384,3300,-27.91260018428171,-20.9702880629592,-36.1807201842817,1.0,0.0,-372.98229117693205,0.0,2.8346986789947106,0.30476978696773643,0.010877304010758643,False
ULTRACEMCO,P66_FADE_IMBALANCE,-1,11,1,6,1455752,17550,-28.059798218812315,-20.126755738266723,-36.32791821881231,1.0,0.0,-378.93541058098054,0.0,3.239725627638616,0.41655237948548296,0.01205562485917931,False
ULTRACEMCO,P66_JOIN_IMBALANCE,1,10,1,6,1455752,16550,-42.801145668249035,-16.92117698778611,-51.069265668249066,1.0,0.0,-404.28159736517034,-0.427478305475848,3.5446672360893716,0.41917741069300174,0.011368694667773082,False
