panel,scenario_id,family_id,completed_round_trips,trade_dates,symbols,positive_date_fraction,gross_pnl_inr,cost200_inr,net_pnl_inr,annualized_return_pct,acceptance_survivor
real_anchor,P438_depth_regime_carry_E480_H3600_D5,depth_regime_carry,0,0,0,0.0,0.0,0.0,0.0,0.0,0
real_anchor,P438_depth_regime_carry_E480_H2400_D5,depth_regime_carry,0,0,0,0.0,0.0,0.0,0.0,0.0,0
real_anchor,P438_depth_regime_snapback_E480_H3600_D5,depth_regime_snapback,0,0,0,0.0,0.0,0.0,0.0,0.0,0
real_anchor,P438_depth_regime_snapback_E480_H1200_D5,depth_regime_snapback,0,0,0,0.0,0.0,0.0,0.0,0.0,0
real_anchor,P438_depth_regime_carry_E480_H1200_D5,depth_regime_carry,0,0,0,0.0,0.0,0.0,0.0,0.0,0
real_anchor,P438_depth_regime_snapback_E480_H2400_D5,depth_regime_snapback,0,0,0,0.0,0.0,0.0,0.0,0.0,0
real_anchor,P438_depth_regime_carry_E240_H3600_D5,depth_regime_carry,5,2,3,0.0,19.119999999995343,826.2086840316,-807.0886840316045,-10.169317418798217,0
real_anchor,P438_depth_regime_carry_E240_H1200_D5,depth_regime_carry,5,2,3,0.0,19.119999999995343,826.2086840316,-807.0886840316045,-10.169317418798217,0
real_anchor,P438_depth_regime_carry_E240_H2400_D5,depth_regime_carry,5,2,3,0.0,19.119999999995343,826.2086840316,-807.0886840316045,-10.169317418798217,0
real_anchor,P438_depth_regime_snapback_E240_H3600_D5,depth_regime_snapback,5,2,3,0.0,-301.39000000001397,826.22146360588,-1127.611463605894,-14.207904441434266,0
real_anchor,P438_depth_regime_snapback_E240_H1200_D5,depth_regime_snapback,5,2,3,0.0,-301.39000000001397,826.22146360588,-1127.611463605894,-14.207904441434266,0
real_anchor,P438_depth_regime_snapback_E240_H2400_D5,depth_regime_snapback,5,2,3,0.0,-301.39000000001397,826.22146360588,-1127.611463605894,-14.207904441434266,0
real_anchor,P438_depth_regime_carry_E120_H2400_D5,depth_regime_carry,8,2,6,0.0,178.11000000000058,1316.84173102268,-1138.7317310226795,-14.348019810885763,0
real_anchor,P438_depth_regime_carry_E120_H1200_D5,depth_regime_carry,8,2,6,0.0,178.11000000000058,1316.84173102268,-1138.7317310226795,-14.348019810885763,0
real_anchor,P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,8,2,6,0.0,178.11000000000058,1316.84173102268,-1138.7317310226795,-14.348019810885763,0
real_anchor,P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,8,2,6,0.0,-687.8999999999796,1316.4712190559999,-2004.3712190559795,-25.255077360105343,0
real_anchor,P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,8,2,6,0.0,-687.8999999999796,1316.4712190559999,-2004.3712190559795,-25.255077360105343,0
real_anchor,P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,8,2,6,0.0,-687.8999999999796,1316.4712190559999,-2004.3712190559795,-25.255077360105343,0
