model_id,model_type,execution_profile,trades,symbols,scenario_days,mean_gross_return,mean_cost_return,mean_zerodha_charge_return,mean_net_return,win_rate_net,total_net_pnl_inr,market_shock_trade_fraction,disconnect_trade_fraction,acceptance_ready,replay_status
B01,baseline,retail_marketable_default,2801,2,8,2.8590375865819133e-05,0.001903006294277483,0.0008268093461312796,-0.0018744159184116641,0.10067832916815424,-525023.8987471071,0.12459835772938237,0.0,False,event_order_replay_not_acceptance
B01,baseline,stressed_retail,2723,2,8,7.521667011607731e-05,0.0021358344965546664,0.0008268080594744702,-0.002060617826438589,0.08226221079691516,-561106.2341392278,0.12449504223283143,0.0,False,event_order_replay_not_acceptance
B01,baseline,zero_latency_spread_only_control,2951,2,8,-2.2220987920273068e-05,0.0009439118268425171,0.0,-0.0009661328147627901,0.2578786851914605,-285105.7936364994,0.1253812267028126,0.0010166045408336157,False,event_order_replay_not_acceptance
B03,baseline,retail_marketable_default,13873,5,8,3.0135062122311535e-05,0.0011345089135803125,0.0008268125143476166,-0.001104373851458001,0.2657680386361998,-1532097.8441276848,0.12326101059612196,0.0,False,event_order_replay_not_acceptance
B03,baseline,stressed_retail,13475,5,8,-2.1381709672464492e-05,0.0013202472364486123,0.0008268124963126187,-0.001341628946121077,0.23064935064935066,-1807845.0048981511,0.12319109461966604,0.0,False,event_order_replay_not_acceptance
B03,baseline,zero_latency_spread_only_control,14547,5,8,-0.0002502539195316632,0.00022291796162507224,0.0,-0.00047317188115673545,0.42297380903279025,-688323.135518703,0.12442427992025848,0.0009623977452395683,False,event_order_replay_not_acceptance
B06,baseline,retail_marketable_default,2801,2,8,4.24572202107276e-05,0.0019030060862748183,0.0008268091381286145,-0.0018605488660640907,0.10282042127811496,-521139.7373845517,0.12459835772938237,0.0,False,event_order_replay_not_acceptance
B06,baseline,stressed_retail,2723,2,8,5.366323470808303e-05,0.0021358348198561973,0.0008268083827760014,-0.0020821715851481143,0.08116048475945647,-566975.3226358315,0.12449504223283143,0.0,False,event_order_replay_not_acceptance
B06,baseline,zero_latency_spread_only_control,2951,2,8,3.8008963284086245e-05,0.0009439118268425171,0.0,-0.0009059028635584308,0.26567265333785156,-267331.93503609294,0.1253812267028126,0.0010166045408336157,False,event_order_replay_not_acceptance
S01,strategy,retail_marketable_default,1449,4,8,-2.237557810132862e-05,0.0009535952236619773,0.0008268216085627536,-0.000975970801763306,0.32298136645962733,-141418.16917550302,0.20013802622498275,0.0,False,event_order_replay_not_acceptance
S01,strategy,stressed_retail,1404,4,8,7.232169008334176e-05,0.0011309399345806523,0.0008268086291864729,-0.0010586182444973107,0.29985754985754987,-148630.00152742243,0.1987179487179487,0.0,False,event_order_replay_not_acceptance
S01,strategy,zero_latency_spread_only_control,1524,4,8,-0.0004361598900468329,4.869815713055817e-05,0.0,-0.0004848580471773911,0.47703412073490814,-73892.3663898344,0.19750656167979003,0.0,False,event_order_replay_not_acceptance
S02,strategy,retail_marketable_default,9035,5,8,-5.265559765011318e-05,0.0011991037632937674,0.0008268135403367261,-0.0012517593609438805,0.24228002213613725,-1130964.582612796,0.13580520199225235,0.0,False,event_order_replay_not_acceptance
S02,strategy,stressed_retail,8793,5,8,1.4771227626622702e-05,0.0013918046611406988,0.0008268118592277626,-0.001377033433514076,0.2116456272034573,-1210825.498088927,0.13681337427499146,0.0,False,event_order_replay_not_acceptance
S02,strategy,zero_latency_spread_only_control,9493,5,8,-5.5382466499236795e-05,0.0002805333530526087,0.0,-0.0003359158195518455,0.4204150426630148,-318884.8875005669,0.13778573685873802,0.0008427262193194986,False,event_order_replay_not_acceptance
S05,strategy,retail_marketable_default,2801,2,8,-4.675143614216988e-05,0.001904141177647211,0.0008268102512157797,-0.001950892613789381,0.09960728311317386,-546445.0211224055,0.12638343448768297,0.0,False,event_order_replay_not_acceptance
