metric,value,description
phase302_terminal_report_complete,1,Phase302 terminal report completed
phase302_selected_verdict,P302_RETAIL_TOP5_L2_ALPHA_THESIS_CLOSED_FOR_ACCEPTANCE,Selected terminal verdict
phase302_closed_scope,retail_directional_top_five_market_by_price_depth_alpha_with_passive_aware_rescue,Closed scope
phase302_phase300_scenario_rows,108,Phase300 scenarios summarized
phase302_phase300_above12_scenario_rows,17,Above-12 diagnostic scenarios
phase302_phase300_event_floor_scenario_rows,0,Event-floor scenarios
phase302_phase300_breadth_met_scenario_rows,0,Breadth scenarios
phase302_phase300_cost200_acceptance_survivor_rows,0,Cost200 acceptance survivors
phase302_phase300_kill_switch_triggered,1,Phase300 kill switch
phase302_phase301_selected_outcome,P301_PASSIVE_AWARE_EXECUTION_FALSIFIED,Phase301 outcome
phase302_best_sparse_scenario_id,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,Best sparse diagnostic scenario
phase302_best_sparse_annualized_pct,287.9689503602893,Best sparse annualized diagnostic
phase302_best_sparse_scheduled_event_rows,2,Best sparse events
phase302_broadest_scenario_id,P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,Broadest scheduled scenario
phase302_broadest_annualized_pct,8.230380462356296,Broadest annualized diagnostic
phase302_broadest_scheduled_event_rows,26,Broadest scheduled events
phase302_byproduct_rows,5,Reusable by-products cataloged
phase302_strategy_replay_allowed,0,No replay
phase302_strategy_promotion_allowed,0,No promotion
phase302_paper_or_live_acceptance_allowed,0,No paper/live
phase302_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase302_material_new_source_or_thesis_required,1,Required before continuing
phase302_do_not_continue_same_route,1,Same-route rescue closed
phase302_hard_gate_pass_rows,10,Passed hard gates
phase302_hard_gate_rows,10,Hard gates
phase302_next_best_action,do_not_continue_retail_top5_l2_alpha_rescue_without_material_new_source_or_thesis,Recommended next action
