gate_id,passed,observed_value,required_value,severity
P302_PHASE301_TERMINAL_REQUIRED,True,1,1,hard
P302_PHASE300_NO_ACCEPTANCE_SURVIVOR,True,0,0,hard
P302_PHASE300_KILL_SWITCH_FIRED,True,1,1,hard
P302_SCENARIOS_AUDITED,True,108,>0,hard
P302_EVIDENCE_CHAIN_PRESENT,True,4,4,hard
P302_BYPRODUCTS_CATALOGED,True,5,>=5,hard
P302_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all_zero,hard
P302_TERMINAL_DECISION_PRESENT,True,P302_RETAIL_TOP5_L2_ALPHA_THESIS_CLOSED_FOR_ACCEPTANCE,P302_RETAIL_TOP5_L2_ALPHA_THESIS_CLOSED_FOR_ACCEPTANCE,hard
P302_MATERIAL_NEW_REQUIREMENT_PRESENT,True,1,1,hard
P302_NEXT_ACTION_PRESENT,True,do_not_continue_retail_top5_l2_alpha_rescue_without_material_new_source_or_thesis,do_not_continue_retail_top5_l2_alpha_rescue_without_material_new_source_or_thesis,hard
