strategy_id,execution_profile,markout_sample_trades,adverse_selection_rate_6bar_proxy,mean_markout_1bar,mean_markout_3bar,mean_markout_6bar,mean_mae_proxy,mean_mfe_proxy,worst_mae_proxy,best_mfe_proxy,metric_scope
S01,retail_marketable_default,8937,0.3905113572787289,-1.535729229001635e-05,-1.9923936944098524e-05,0.00011060471058696199,-0.002449883292739462,0.002509815046885709,-0.048384048384048306,0.03754482176755949,phase12_sampled_trade_markout_not_acceptance
S01,stressed_retail,8914,0.3920798743549473,9.325119336678697e-06,3.923217201586157e-05,0.0001257112453060415,-0.0025311141693141453,0.0026301990616474967,-0.042957117331745086,0.048164794007490665,phase12_sampled_trade_markout_not_acceptance
S01,zero_latency_spread_only_control,8915,0.4169377453729669,-0.00010957748145210679,-0.00024185421647011238,-0.0004638740255488689,-0.0034595567297264485,0.0029440651327930466,-0.04699339589850526,0.05346187554776515,phase12_sampled_trade_markout_not_acceptance
S02,retail_marketable_default,9031,0.4278595947292659,4.359787186088582e-05,-5.994040500316008e-05,-6.613226045118207e-05,-0.0024568957711569115,0.0024030003348421767,-0.061727353276233174,0.05303742712055663,phase12_sampled_trade_markout_not_acceptance
S02,stressed_retail,9006,0.4159449256051521,-3.0965066391926743e-07,-6.240542195274839e-05,1.6828957901751987e-05,-0.002381958487477274,0.002372057577064523,-0.04238250745420971,0.04273504273504276,phase12_sampled_trade_markout_not_acceptance
S02,zero_latency_spread_only_control,9034,0.4297099845029887,-1.5069552001707379e-05,-7.250909458728259e-05,-0.00019718142733191852,-0.00271369819287212,0.002526174236268751,-0.06223156355661157,0.06507791017415207,phase12_sampled_trade_markout_not_acceptance
S03,retail_marketable_default,9068,0.44662549625055137,9.18676402473485e-06,-9.095461136439671e-05,3.292367546883679e-05,-0.0025725633701580712,0.002595746031105688,-0.058881030418032346,0.051324503311258304,phase12_sampled_trade_markout_not_acceptance
S03,stressed_retail,9062,0.4587287574486868,-6.351978924078523e-05,-0.00015851633028311088,-0.0002794516860056825,-0.0028459397210941393,0.0025345915296553032,-0.05198851988519888,0.05507495567137705,phase12_sampled_trade_markout_not_acceptance
S03,zero_latency_spread_only_control,9064,0.4450573698146514,-0.00011123662247078544,7.055630157514128e-05,0.00014214743992622806,-0.004042008283727318,0.004056886657953312,-0.05796075257940525,0.06223156355661157,phase12_sampled_trade_markout_not_acceptance
S04,retail_marketable_default,9067,0.4447998235358994,-7.683055143272141e-06,-3.1188360410919344e-05,-2.7943544037787622e-05,-0.0024866190121991777,0.002440821146364919,-0.056277768635840004,0.05331099218629772,phase12_sampled_trade_markout_not_acceptance
S04,stressed_retail,9042,0.4359654943596549,-6.749546634718816e-05,-0.0001457832382085,1.7968354829372287e-06,-0.0026660058421639657,0.0025513627506572227,-0.05439483908804343,0.058616194292887835,phase12_sampled_trade_markout_not_acceptance
S04,zero_latency_spread_only_control,9074,0.45162001322459777,-0.00013229390401932282,-0.00019371416854544577,-0.00020118777078145128,-0.004168681848145623,0.003778463439141127,-0.06076168878810115,0.05524759793052479,phase12_sampled_trade_markout_not_acceptance
S05,retail_marketable_default,9149,0.4567712318286152,-1.6839401368568728e-05,-4.989146270624601e-05,-0.00015067044155140158,-0.002001349327831599,0.0018600088799513082,-0.05071743929359826,0.03912172512667426,phase12_sampled_trade_markout_not_acceptance
S05,stressed_retail,9120,0.45646929824561405,-6.46947007947726e-06,-6.00850610388067e-05,-0.00013687706765246453,-0.0019654444773648787,0.0018390784759719947,-0.048868778280543014,0.03433476394849787,phase12_sampled_trade_markout_not_acceptance
S05,zero_latency_spread_only_control,9149,0.4564433271395781,-1.2132718920245761e-05,-7.903291386742246e-05,-0.00018972651191661742,-0.0020854157460328997,0.0018809574044333706,-0.05415860735009675,0.03224744981901943,phase12_sampled_trade_markout_not_acceptance
S06,retail_marketable_default,9083,0.4498513706925025,4.257232558785159e-06,-5.85368196499163e-05,-6.68350138362256e-05,-0.0024327023227573505,0.0023583663942443717,-0.0566995768688294,0.0597153204750274,phase12_sampled_trade_markout_not_acceptance
S06,stressed_retail,9086,0.45388509795289456,-2.006437981076465e-05,-0.00010265724448513788,-5.403821449618834e-05,-0.0026660370276883607,0.0025420306284352086,-0.05851697438951757,0.05171493119737113,phase12_sampled_trade_markout_not_acceptance
S06,zero_latency_spread_only_control,9088,0.45026408450704225,2.451285044481008e-05,9.935810699738435e-07,-0.0001463876048975009,-0.0037394579873893346,0.0037092247743389043,-0.05605108453273873,0.06581138592487502,phase12_sampled_trade_markout_not_acceptance
S07,retail_marketable_default,9156,0.4613368283093054,2.238594040675698e-05,1.585053900295441e-05,4.8591300829382356e-05,-0.0016720953217899863,0.0017307378955519,-0.03912172512667426,0.031700403241905206,phase12_sampled_trade_markout_not_acceptance
S07,stressed_retail,9137,0.45682390281273944,3.71112954921101e-05,6.790373531775779e-05,9.8399405509539e-05,-0.0016484863249237763,0.0017960187775723875,-0.04934835731740417,0.03427977839335175,phase12_sampled_trade_markout_not_acceptance
S07,zero_latency_spread_only_control,9176,0.46817785527462946,8.071952390862802e-06,3.78362231938942e-05,3.873411173548423e-05,-0.0016187301263805185,0.0016835541390229235,-0.040837131206524366,0.04662174467310147,phase12_sampled_trade_markout_not_acceptance
S08,retail_marketable_default,8820,0.40034013605442176,-0.0001017275898956621,-0.00020764000318768334,-0.00025182611443367014,-0.002939091427065049,0.00259843380222294,-0.061680046994321516,0.04914971993742749,phase12_sampled_trade_markout_not_acceptance
S08,stressed_retail,8774,0.4026669705949396,-3.061178816821075e-05,-0.00017124398469704595,-0.00013616180710922533,-0.0028423167999646055,0.0026621172440454825,-0.053022955059812506,0.06293398533007336,phase12_sampled_trade_markout_not_acceptance
S08,zero_latency_spread_only_control,8815,0.3897901304594441,-1.3010434766863713e-05,-2.5496402291810244e-05,-0.00014560481433688874,-0.0028226887003650306,0.0026940282127031457,-0.056493230009367214,0.04498660863742886,phase12_sampled_trade_markout_not_acceptance
S09,retail_marketable_default,9064,0.4627096204766108,9.956613614228126e-06,7.030755444325765e-06,-1.991753498717375e-05,-0.001832937845631118,0.0018415152477807418,-0.045819642205184405,0.038423794066581134,phase12_sampled_trade_markout_not_acceptance
S09,stressed_retail,9051,0.46381615291128053,3.2446462950661145e-05,-1.1334491455230125e-06,-9.186419681481458e-05,-0.001908647411087433,0.0018734148222155262,-0.037624971380599885,0.035035284350352844,phase12_sampled_trade_markout_not_acceptance
S09,zero_latency_spread_only_control,9076,0.46220802115469367,-2.7210576541171455e-05,3.848627756972038e-05,2.1680498441829256e-05,-0.001870004895364125,0.0018697909025345452,-0.0625313492726969,0.03233712301722364,phase12_sampled_trade_markout_not_acceptance
