strategy_id,name,support_level,execution_profile,trades,gross_edge_bps,cost_drag_bps,zerodha_charge_bps,non_zerodha_cost_bps,net_edge_bps,break_even_cost_bps,cost_surplus_bps,additional_gross_edge_needed_bps,cost_reduction_needed_bps,gross_edge_covers_cost,net_positive_proxy,retail_or_stress_profile,economic_frontier_status,promotion_allowed,acceptance_status,acceptance_eligible_now,blocker
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,zero_latency_spread_only_control,166760,-78.337740584906,0.9005592997824139,0.0,0.9005592997824139,-79.238299884688,-78.337740584906,-79.23829988468842,79.238299884688,79.23829988468842,False,False,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,retail_marketable_default,160471,74.760393289249,10.249237888938,8.266592935395762,1.9826449535422377,64.51115540031,74.760393289249,64.511155400311,0.0,0.0,True,True,True,net_positive_proxy_not_acceptance,False,blocked_not_promotable,False,"Proxy net edge is positive for this profile, but acceptance still requires broker/exchange fills, multi-day holdout and stress-profile confirmation."
S01,Momentum/breakout filtered by MLOFI,runnable_proxy,stressed_retail,158070,1.03743080932,12.37159007637,8.268246537919211,4.103343538450789,-11.334159267050001,1.03743080932,-11.33415926705,11.334159267050001,11.33415926705,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S02,Pure multi-level OFI directional model,runnable_proxy,zero_latency_spread_only_control,907352,-0.9215628481930452,2.069336138396,0.0,2.069336138396,-2.990898986589,-0.9215628481930452,-2.990898986589045,2.990898986589,2.990898986589045,False,False,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S02,Pure multi-level OFI directional model,runnable_proxy,retail_marketable_default,879151,0.40197659804172364,11.832794974048001,8.26839372161083,3.5644012524371718,-11.430818376006,0.40197659804172364,-11.430818376006277,11.430818376006,11.430818376006277,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S02,Pure multi-level OFI directional model,runnable_proxy,stressed_retail,870977,-0.02821462299485985,14.352417220314,8.268590442512943,6.0838267778010575,-14.380631843309,-0.02821462299485985,-14.38063184330886,14.380631843309,14.38063184330886,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S03,Liquidity-vacuum breakout,partial_missing_required_features,zero_latency_spread_only_control,283411,-65.90933413903801,0.7120685352033226,0.0,0.7120685352033226,-66.621402674241,-65.90933413903801,-66.62140267424134,66.621402674241,66.62140267424134,False,False,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S03,Liquidity-vacuum breakout,partial_missing_required_features,retail_marketable_default,273427,59.836470487995996,9.620566718577999,8.260697152932746,1.359869565645253,50.215903769418,59.836470487995996,50.215903769418,0.0,0.0,True,True,True,net_positive_proxy_not_acceptance,False,blocked_not_promotable,False,"Proxy net edge is positive for this profile, but acceptance still requires broker/exchange fills, multi-day holdout and stress-profile confirmation."
S03,Liquidity-vacuum breakout,partial_missing_required_features,stressed_retail,270999,3.692505532512,11.399101416499999,8.270247998190266,3.128853418309733,-7.706595883988,3.692505532512,-7.706595883987999,7.706595883988,7.706595883987999,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S04,Trade-flow plus depth confirmation,partial_missing_required_features,zero_latency_spread_only_control,429202,-7.1105476438010005,2.005682032167,0.0,2.005682032167,-9.116229675968,-7.1105476438010005,-9.116229675968,9.116229675968,9.116229675968,False,False,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S04,Trade-flow plus depth confirmation,partial_missing_required_features,retail_marketable_default,414066,6.981384287435,10.987891999384,8.261469729475738,2.7264222699082623,-4.006507711948,6.981384287435,-4.006507711949001,4.006507711948,4.006507711949001,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S04,Trade-flow plus depth confirmation,partial_missing_required_features,stressed_retail,410666,-0.755036729836591,13.099594067645,8.27048549071801,4.829108576926991,-13.854630797482,-0.755036729836591,-13.854630797481592,13.854630797482,13.854630797481592,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S05,Microprice entry/exit filter,runnable_proxy,zero_latency_spread_only_control,449765,14.992445437321999,3.341745249178,0.0,3.341745249178,11.650700188143999,14.992445437321999,11.650700188143999,0.0,0.0,True,True,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S05,Microprice entry/exit filter,runnable_proxy,retail_marketable_default,436284,-9.529261294793999,12.985398250382,8.26659024659109,4.71880800379091,-22.514659545176002,-9.529261294793999,-22.514659545176,22.514659545176002,22.514659545176,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S05,Microprice entry/exit filter,runnable_proxy,stressed_retail,432377,0.6938646685336927,15.646968825322,8.268466746101465,7.378502079220535,-14.953104156788001,0.6938646685336927,-14.953104156788308,14.953104156788001,14.953104156788308,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S06,Absorption and exhaustion reversal,partial_missing_required_features,zero_latency_spread_only_control,34373,3.935459142181,2.080124557989,0.0,2.080124557989,1.855334584192,3.935459142181,1.8553345841920001,0.0,0.0,True,True,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S06,Absorption and exhaustion reversal,partial_missing_required_features,retail_marketable_default,33129,-6.542820780013001,11.085536015200999,8.262868411290363,2.822667603910636,-17.628356795214,-6.542820780013001,-17.628356795214,17.628356795214,17.628356795214,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S06,Absorption and exhaustion reversal,partial_missing_required_features,stressed_retail,32935,2.526985915549,13.221550126634,8.269792530893584,4.951757595740416,-10.694564211084,2.526985915549,-10.694564211085,10.694564211084,10.694564211085,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S07,Mean reversion after imbalance,runnable_proxy,zero_latency_spread_only_control,237064,-4.911728289385,3.8240583540579998,0.0,3.8240583540579998,-8.735786643444,-4.911728289385,-8.735786643443,8.735786643444,8.735786643443,False,False,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S07,Mean reversion after imbalance,runnable_proxy,retail_marketable_default,229792,3.231440639469,13.89326489566,8.266996167304834,5.626268728355166,-10.66182425619,3.231440639469,-10.661824256191,10.66182425619,10.661824256191,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S07,Mean reversion after imbalance,runnable_proxy,stressed_retail,227842,0.4602374186773289,16.701690886985,8.269032034294899,8.4326588526901,-16.241453468308,0.4602374186773289,-16.241453468307668,16.241453468308,16.241453468307668,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S08,Cross-ticker/index lead-lag OFI,partial_missing_required_features,zero_latency_spread_only_control,448403,0.09437694770999511,1.5757074873899999,0.0,1.5757074873899999,-1.4813305396799998,0.09437694770999511,-1.4813305396800047,1.4813305396799998,1.4813305396800047,False,False,False,control_profile_not_deployable,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S08,Cross-ticker/index lead-lag OFI,partial_missing_required_features,retail_marketable_default,431798,0.3049667915600301,10.959285472087998,8.267795228804319,2.6914902432836794,-10.654318680528,0.3049667915600301,-10.654318680527968,10.654318680528,10.654318680527968,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
S08,Cross-ticker/index lead-lag OFI,partial_missing_required_features,stressed_retail,426101,-0.4791799645487301,13.073064887602,8.267782363429168,4.805282524172831,-13.552244852151,-0.4791799645487301,-13.55224485215073,13.552244852151,13.55224485215073,False,False,True,below_break_even_after_costs,False,blocked_not_promotable,False,"Proxy net edge is not positive after the current cost/slippage/latency assumptions; improve gross edge, lower turnover/cost exposure, or reject the strategy before promotion."
