metric,value,description
phase305_event_catalyst_import_audit_complete,1,Phase305 event-catalyst source import audit completed
phase305_candidate_source_file_rows,1,Non-template CSV files audited
phase305_candidate_source_raw_rows,1,Raw candidate rows read
phase305_imported_event_rows,1,Rows imported into event catalyst source ledger
phase305_issue_rows,0,Import issue rows
phase305_template_rows_imported,0,Template rows are never imported
phase305_strategy_search_allowed_now,0,No strategy search until imported events exist and Phase306 precommits join
phase305_strategy_replay_allowed,0,No replay
phase305_strategy_promotion_allowed,0,No promotion
phase305_paper_or_live_acceptance_allowed,0,No paper/live
phase305_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase305_hard_gate_pass_rows,8,Passed hard gates
phase305_hard_gate_rows,8,Hard gates
phase305_next_best_action,run_phase306_event_catalyst_top5_depth_join_precommit_no_strategy_search,Recommended next action
