metric,value,description
phase281_interpretation_complete,1,Phase281 material target-construction interpretation completed
phase281_selected_next_route,P281_REGIME_CONDITIONED_FULL_DEPTH_ENSEMBLE_PRECOMMIT,Selected next route
phase281_phase280_target_family_rows,5,Phase280 target families interpreted
phase281_phase280_variant_rows,24,Phase280 variants interpreted
phase281_phase280_scenario_rows,144,Phase280 scenarios interpreted
phase281_phase280_cost200_above12_scenario_rows,0,Phase280 cost200 above-12 rows
phase281_phase280_best_cost200_annualized_pct,11.28247573982665,Best Phase280 cost200 annualized diagnostic
phase281_phase280_best_scheduled_event_rows,2,Best Phase280 scheduled events
phase281_material_clue_variant_rows,19,Full-depth material clue rows
phase281_near_miss_variant_rows,19,Near-miss variants below 12%
phase281_close_phase280_for_acceptance,1,Close Phase280 target construction for acceptance
phase281_best_preserved_clue_variant,P280_SPREAD_REPLENISH_COMBO_Q70,Best preserved clue variant
phase281_best_preserved_clue_family,spread_cost_margin,Best preserved clue family
phase281_do_not_relax_cost_threshold,1,Keep cost200 threshold
phase281_do_not_claim_portfolio_return,1,Sparse diagnostic is not a robust annual portfolio claim
phase281_strategy_replay_allowed,0,No strategy replay unlocked
phase281_strategy_promotion_allowed,0,No strategy promotion unlocked
phase281_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase281_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase281_hard_gate_pass_rows,8,Hard gates passed
phase281_hard_gate_rows,8,Hard gates evaluated
phase281_next_best_action,run_phase282_regime_conditioned_full_depth_ensemble_precommit_no_paper_live,Recommended next milestone
