trade_date,exchange,symbol,parquet_files,bytes,rows,gap_rows,min_received_ms,max_received_ms,observed_seconds,ticks_per_second,median_gap_ms,p75_gap_ms,p90_gap_ms,p95_gap_ms,p99_gap_ms,gap_le_100ms_fraction,gap_le_500ms_fraction,gap_le_1s_fraction,gap_gt_5s_fraction,max_gap_ms
2026-07-08,NSE,ADANIPORTS,641,22399798,5401.0,5400.0,1783496075001.0,1783504900487.0,8825.486,0.6119776293339539,997.0,2006.25,4500.0,5750.0,7750.0,0.15481481481481482,0.35444444444444445,0.6035185185185186,0.07444444444444444,96825.0
2026-07-08,NSE,AXISBANK,641,22940648,11301.0,11300.0,1783496075001.0,1783504873227.0,8798.226,1.2844634816154983,500.0,758.0,1194.6000000000022,3621.0499999999993,5603.080000000002,0.2001769911504425,0.5361061946902654,0.8768141592920354,0.013628318584070797,69564.0
2026-07-08,NSE,BAJAJ-AUTO,641,22287850,4522.0,4521.0,1783496075001.0,1783504873227.0,8798.226,0.5139672474883005,1000.0,3144.0,5048.0,6309.0,8247.400000000001,0.1353682813536828,0.2756027427560274,0.5270957752709577,0.10218978102189781,69565.0
2026-07-08,NSE,BANKBEES,641,22610326,9174.0,9173.0,1783496075001.0,1783504882237.0,8807.236,1.0416434849707672,750.0,1000.0,1255.0,3912.999999999998,6097.360000000057,0.1887059849558487,0.40542897634361713,0.7966859260874305,0.015916276027471928,76251.0
2026-07-08,NSE,BHARTIARTL,640,22431492,6518.0,6517.0,1783496075001.0,1783504869237.0,8794.236,0.7411672827520207,749.0,1499.0,4000.0,5455.199999999995,7569.84,0.16909620991253643,0.4391591222955348,0.7029307963787018,0.059996931103268376,65575.0
2026-07-08,NSE,BPCL,640,22142836,3783.0,3782.0,1783496075001.0,1783504869237.0,8794.236,0.4301681237574247,1635.5,3784.0,5507.0,6750.95,8424.95,0.11660497091485986,0.2620306716023268,0.41459545214172394,0.13114754098360656,65574.0
2026-07-08,NSE,BRITANNIA,641,22100628,2381.0,2380.0,1783496075001.0,1783504873227.0,8798.226,0.2706227369017345,3747.0,5344.0,6894.9,7565.699999999991,9719.670000000002,0.053361344537815124,0.0995798319327731,0.16974789915966387,0.28403361344537814,69564.0
2026-07-08,NSE,CIPLA,640,22175632,3903.0,3902.0,1783496075001.0,1783504869237.0,8794.236,0.4438134250661456,1378.0,3663.5,5501.0,6747.95,8486.57999999999,0.11481291645310097,0.25525371604305486,0.4382368016401845,0.13223987698616094,65574.0
2026-07-08,NSE,DRREDDY,641,22216074,3783.0,3782.0,1783496075001.0,1783504900487.0,8825.486,0.4286449494112845,1573.5,3750.0,5619.8,6750.0,8355.470000000001,0.10814383923849814,0.2321523003701745,0.4032258064516129,0.13855103120042306,96825.0
2026-07-08,NSE,GOLDBEES,641,22425356,6577.0,6576.0,1783496075001.0,1783504873227.0,8798.226,0.747537060311931,750.0,1250.0,3950.0,5250.0,7500.0,0.1646897810218978,0.4116484184914842,0.7031630170316302,0.0552007299270073,69565.0
