trade_date,exchange,symbol,status,elapsed_seconds,error
2026-07-08,NSE,ADANIPORTS,completed,0.32295169999997597,
2026-07-08,NSE,AXISBANK,completed,0.2804117999912705,
2026-07-08,NSE,BAJAJ-AUTO,completed,0.26440759999968577,
2026-07-08,NSE,BANKBEES,completed,0.27447469999606255,
2026-07-08,NSE,BHARTIARTL,completed,0.2939983999967808,
2026-07-08,NSE,BPCL,completed,0.2961818000039784,
2026-07-08,NSE,BRITANNIA,completed,0.3213564000034239,
2026-07-08,NSE,CIPLA,completed,0.3397804999985965,
2026-07-08,NSE,DRREDDY,completed,0.35547809999843594,
2026-07-08,NSE,GOLDBEES,completed,0.3631647000001976,
2026-07-08,NSE,HCLTECH,completed,0.3771080000005895,
2026-07-08,NSE,HDFCBANK,completed,0.42624549999891315,
2026-07-08,NSE,HINDUNILVR,completed,0.42438250000122935,
2026-07-08,NSE,ICICIBANK,completed,0.45315000000118744,
2026-07-08,NSE,INFY,completed,0.4603943999973126,
2026-07-08,NSE,ITBEES,completed,0.5334008999925572,
2026-07-08,NSE,ITC,completed,0.48758250000537373,
2026-07-08,NSE,JUNIORBEES,completed,0.550757099990733,
2026-07-08,NSE,KOTAKBANK,completed,0.5752047999994829,
2026-07-08,NSE,LT,completed,0.6429782999912277,
2026-07-08,NSE,M&M,completed,0.7274290999921504,
2026-07-08,NSE,MARUTI,completed,0.6817367000039667,
2026-07-08,NSE,NESTLEIND,completed,0.6630747000017436,
2026-07-08,NSE,NIFTYBEES,completed,0.8263697000074899,
2026-07-08,NSE,ONGC,completed,0.8124756000033813,
2026-07-08,NSE,RELIANCE,completed,0.9423287999961758,
2026-07-08,NSE,SBIN,completed,0.9512931000062963,
2026-07-08,NSE,SUNPHARMA,completed,0.9869517000042833,
2026-07-08,NSE,TCS,completed,1.1100967999955174,
2026-07-08,NSE,TECHM,completed,1.0493156000011368,
2026-07-08,NSE,ULTRACEMCO,completed,0.9635424000007333,
2026-07-08,NSE,WIPRO,completed,1.18172510000295,
2026-07-09,NSE,ADANIPORTS,completed,1.5346614999871235,
2026-07-09,NSE,AXISBANK,completed,1.9331328999978723,
2026-07-09,NSE,BAJAJ-AUTO,completed,2.1515841000073124,
2026-07-09,NSE,BANKBEES,completed,2.0376970000070287,
2026-07-09,NSE,BHARTIARTL,completed,2.1671536000067135,
2026-07-09,NSE,BPCL,completed,2.4480535999900894,
2026-07-09,NSE,BRITANNIA,completed,2.409815699997125,
2026-07-09,NSE,CIPLA,completed,2.4009881999954814,
2026-07-09,NSE,DRREDDY,completed,2.4299262999993516,
2026-07-09,NSE,GOLDBEES,completed,2.6905227999959607,
2026-07-09,NSE,HCLTECH,completed,2.892008700000588,
2026-07-09,NSE,HDFCBANK,completed,3.254016100006993,
2026-07-09,NSE,HINDUNILVR,completed,2.4242077999952016,
2026-07-09,NSE,ICICIBANK,completed,2.8513041000114754,
2026-07-09,NSE,INFY,completed,3.316691800006083,
2026-07-09,NSE,ITBEES,completed,2.9765327000059187,
2026-07-09,NSE,ITC,completed,3.500959499986493,
2026-07-09,NSE,JUNIORBEES,completed,3.184609799995087,
2026-07-09,NSE,KOTAKBANK,completed,3.2883250000013504,
2026-07-09,NSE,LT,completed,3.402508899991517,
2026-07-09,NSE,M&M,completed,2.9738112000050023,
2026-07-09,NSE,MARUTI,completed,2.9708300000056624,
2026-07-09,NSE,NESTLEIND,completed,3.291382600000361,
2026-07-09,NSE,NIFTYBEES,completed,3.8928190000005998,
2026-07-09,NSE,ONGC,completed,3.8551835999969626,
2026-07-09,NSE,RELIANCE,completed,4.461050599988084,
2026-07-09,NSE,SBIN,completed,3.3803931000002194,
2026-07-09,NSE,SUNPHARMA,completed,3.4820414000132587,
2026-07-09,NSE,TCS,completed,3.58900690000155,
2026-07-09,NSE,TECHM,completed,3.7473641999968095,
2026-07-09,NSE,ULTRACEMCO,completed,4.525806699995883,
2026-07-09,NSE,WIPRO,completed,3.834633800011943,
2026-07-13,NSE,ADANIPORTS,completed,8.277358100007405,
2026-07-13,NSE,AXISBANK,completed,7.735431099994457,
2026-07-13,NSE,BAJAJ-AUTO,completed,8.073701600005734,
2026-07-13,NSE,BANKBEES,completed,9.290216000008513,
2026-07-13,NSE,BHARTIARTL,completed,8.013423800002784,
2026-07-13,NSE,BPCL,completed,8.7065331999911,
2026-07-13,NSE,BRITANNIA,completed,10.158339000001433,
2026-07-13,NSE,CIPLA,completed,9.437993400002597,
2026-07-13,NSE,DRREDDY,completed,11.817002600000706,
2026-07-13,NSE,GOLDBEES,completed,9.893043100004434,
2026-07-13,NSE,HCLTECH,completed,10.522239800004172,
2026-07-13,NSE,HDFCBANK,completed,11.378667900004075,
2026-07-13,NSE,HINDUNILVR,completed,12.958272699994268,
2026-07-13,NSE,ICICIBANK,completed,13.526971400002367,
2026-07-13,NSE,INFY,completed,12.652917100000195,
2026-07-13,NSE,ITBEES,completed,12.086019599999418,
2026-07-13,NSE,ITC,completed,14.239852700004121,
2026-07-13,NSE,JUNIORBEES,completed,13.006726699997671,
2026-07-13,NSE,KOTAKBANK,completed,12.421713699994143,
2026-07-13,NSE,LT,completed,12.313083500004723,
2026-07-13,NSE,M&M,completed,14.256401399994502,
2026-07-13,NSE,MARUTI,completed,14.734981199988397,
2026-07-13,NSE,NESTLEIND,completed,18.962794799997937,
2026-07-13,NSE,NIFTYBEES,completed,16.01649449999968,
2026-07-13,NSE,ONGC,completed,17.307780900009675,
