metric,value,description
phase364_catalyst_impulse_reversal_clue_interpretation_complete,1,Phase364 interpretation completed
phase364_phase363_above12_rows,8,Phase363 above-12 rows
phase364_continuation_above12_rows,0,Continuation above-12 rows
phase364_reversal_control_above12_rows,8,Reversal-control above-12 rows
phase364_best_reversal_scenario_id,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,Best reversal clue
phase364_best_reversal_trade_rows,12,Best reversal selected trades
phase364_best_reversal_dates,8,Best reversal dates
phase364_best_reversal_symbols,7,Best reversal symbols
phase364_best_reversal_net_pnl_inr,3106.731736870181,Best reversal net PnL
phase364_best_reversal_annualized_return_pct,39.144819884564285,Best reversal annualized return
phase364_best_reversal_event_floor_met,0,Best reversal event floor
phase364_acceptance_candidate_rows,0,No acceptance candidates
phase364_strategy_promotion_allowed,0,No promotion
phase364_paper_or_live_acceptance_allowed,0,No paper/live
phase364_deployable_profitability_claim_allowed,0,No deployable claim
phase364_hard_gate_pass_rows,6,Passed hard gates
phase364_hard_gate_rows,6,Hard gates
phase364_next_best_action,precommit_phase365_post_catalyst_impulse_reversal_after_replenishment_no_paper_live,Recommended next milestone
