gate_id,passed,observed_value,required_value,severity
P483_PHASE482_COMPLETE,True,1,1,hard
P483_SELECTED_POLICY_CAPITAL_FEASIBLE,True,capital_feasible=1;ratio=0.8,true_and_ratio<=1,hard
P483_SELECTED_POLICY_EVENT_FLOOR_EVALUATED,True,25,evaluated,hard
P483_SELECTED_POLICY_ABOVE12_EVALUATED,True,7.149347884879213,evaluated,hard
P483_SELECTED_POLICY_BREADTH_EVALUATED,True,symbols=12;dates=14,evaluated,hard
P483_SIDE_FLIP_EVALUATED,True,primary=992.9649840110019;side_flip=-10726.924279742221,evaluated,hard
P483_POSITIVE_DATE_FRACTION_EVALUATED,True,0.35714285714285715,evaluated,hard
P483_CONCENTRATION_EVALUATED,True,top_date=3.7950274600005844;top_symbol=3.260754895398129,evaluated,hard
P483_ALL_READY_NOT_USED_FOR_ACCEPTANCE,True,diagnostic_only,diagnostic_only,hard
P483_NO_PROMOTION_PAPER_LIVE_OR_CLAIM,True,promotion=0;paper=0;claim=0,all_zero,hard
