gate_id,passed,observed_value,required_value,severity
P418_EXECUTION_COMPLETE,True,1,1,hard
P418_PHASE417_ALLOWED_EXECUTION,True,run_phase418_pair_spread_convergence_execution_no_paper_live,run_phase418,hard
P418_TICK_ORDERED_PAIR_ALIGNMENT,True,merge_asof_no_lookahead_features,present,hard
P418_MARKET_NEUTRAL_PAIR_EXPOSURE,True,leg_notional=50000.0,equal_notional,hard
P418_TAKER_ONLY_EXECUTION,True,taker_both_legs,present,hard
P418_FULL_DEPTH_L1_L5_BOTH_LEGS,True,required_columns_both_legs,present,hard
P418_LEVELS_2_TO_5_MATERIAL,True,l2_l5_liquidity_and_conflict_gate,present,hard
P418_NO_LOOKAHEAD,True,rolling_before_entry,present,hard
P418_COST200_FIXED_CAPITAL,True,cost=2.0;capital=1000000.0;notional=100000.0,cost200_fixed_capital,hard
P418_FIXED_PARAMETERS,True,phase417_parameter_freeze,present,hard
P418_EVENT_FLOOR,True,189,>=30,hard
P418_DATE_BREADTH,True,5,>=5,hard
P418_PAIR_BREADTH,True,4,>=2,hard
P418_POSITIVE_DATE_FRACTION,True,0.8,>=0.6,hard
P418_ANNUALIZED_FLOOR,True,77.37475967460075,>=12.0,hard
P418_SIDE_FLIP_CONTROL,True,-519.9392118699669,primary>=side_flip,hard
P418_L2_L5_REMOVED_CONTROL,False,98.21200763402915,primary>=l2_removed,hard
P418_SINGLE_LEG_PROXY_CONTROL,True,38.68737983730038,primary>=single_leg_proxy,hard
P418_COST100_RANK_STABILITY,True,cost100_recorded,reported,hard
P418_REAL_ANCHOR_CROSS_CHECK,True,0.0,same_sign,hard
P418_BOUNDARIES_CLOSED,True,promotion=0;paper=0;claim=0,all_zero,hard
