shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
4,2026-01-01,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,360,0.9718745945134587,0.979473076687867,-8.571725176063028,-7.04756693115649,1.0,0.0,-16.839845176063015,-30.030030030028243,-0.24621041141759115,3.4625739761505248,0.32610105502158226
4,2026-01-01,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2620,1.0055566888882204,1.0,-12.090837383167498,-8.634454048285779,1.0,0.0,-20.35895738316757,-58.43017061937572,-0.2458009012695772,3.4618165688461566,0.32881143412847486
4,2026-01-01,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,880,0.9712265487538307,0.9772727272727273,-10.818306696697615,-8.630424720346141,1.0,0.0,-19.086426696697625,-58.43017061937572,-0.2458009012695772,3.462592343944718,0.3282648892777619
4,2026-01-01,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,1890,1.0091917186081605,1.0,-17.56574108353846,-13.211557240508931,1.0,0.0,-25.83386108353843,-103.34657865822882,-0.24621041141759115,3.4537122057272156,0.32763437822440805
8,2026-01-01,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,820,0.9608189362157871,0.9704142011834319,-18.815395064923912,-9.5700321279657,1.0,0.0,-27.083515064923905,-142.93493057446204,-0.6806425265459826,2.751666533919966,0.5675487621428801
8,2026-01-01,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,440,0.9620516336207743,0.9703669513039465,-18.25389708547357,-9.669986249946083,1.0,0.0,-26.522017085473568,-164.8844429113494,0.0,2.7501145110634453,0.5702968386707474
8,2026-01-01,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2780,1.0060032635952048,1.0,-19.98994644687647,-13.697691938908685,1.0,0.0,-28.2580664468765,-142.93493057446204,-0.6806425265459826,2.754607917930449,0.5689901968075033
8,2026-01-01,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2110,1.0097138052632364,1.0,-24.909873123027236,-17.111567419575422,1.0,0.0,-33.1779931230272,-164.8844429113494,0.0,2.74244924704164,0.5693782754623463
11,2026-01-01,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,440,1.006847697756788,1.0,-31.33042056607677,-15.621590014245346,1.0,0.0,-39.59854056607673,-157.5902653101935,-4.4054627738387975,2.403301645147518,0.3027938239920923
11,2026-01-01,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,160,0.9564737610039928,0.9703768453768453,-14.332944413403556,-15.621590014245346,1.0,0.0,-22.601064413403527,-26.04897206748724,-4.4054627738387975,2.405427790443044,0.30404985355811515
