candidate_id,family_id,trade_date,exchange,symbol,source_event_bar_id,horizon_event_bars,event_quantile,signal_quantile,side,event_window_score,bar_return,close_mid_price,future_return_h8,gross_pnl_inr,cost_pnl_drag_inr,net_pnl_inr
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-10,NSE,DRREDDY,0,8,0.99,0.9,1.0,35.09359051680287,-0.009119762163030898,1233.2,0.0077846253649043184,778.4625364904318,133.7678039571842,644.6947325332476
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-10,NSE,HCLTECH,0,8,0.99,0.9,-1.0,45.463990993244494,0.01124840221559431,1186.6999999999998,-0.014241173000758334,1424.1173000758333,130.7135586416135,1293.40374143422
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-10,NSE,ICICIBANK,0,8,0.99,0.9,-1.0,39.458392319683526,0.008924394544603809,1401.85,0.0007846773905910709,-78.46773905910709,114.0682956236392,-192.53603468274628
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-10,NSE,INFY,0,8,0.99,0.9,-1.0,65.74346845319207,0.013532995395991065,1089.6999999999998,-0.02129026337524076,2129.026337524076,107.45866168670318,2021.567675837373
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-10,NSE,TCS,3,8,0.99,0.9,1.0,44.43216307392281,-0.008650846175664029,2097.1000000000004,-0.005555290639454702,-555.5290639454702,106.04680011444202,-661.5758640599122
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-10,NSE,TECHM,0,8,0.99,0.9,-1.0,54.99977079993844,0.01829731409238411,1474.8,-0.016239490100352638,1623.9490100352639,162.69204892866642,1461.2569611065974
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-10,NSE,WIPRO,0,8,0.99,0.9,-1.0,40.895732949310165,0.009586578789694489,176.925,-0.006952098346757252,695.2098346757251,122.24598733926581,572.9638473364594
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-13,NSE,BAJAJ-AUTO,46,8,0.99,0.9,-1.0,38.73102445052514,0.00844026792943553,10275.25,0.0036252159314857924,-362.52159314857926,114.79720690980754,-477.3188000583868
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-13,NSE,HCLTECH,0,8,0.99,0.9,-1.0,34.433940857507864,0.008824795523030504,1171.75,-0.00046938340089630604,46.9383400896306,134.74008628120254,-87.80174619157194
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-13,NSE,INFY,0,8,0.99,0.9,-1.0,33.64304427977327,0.00822656139189637,1066.25,-0.001969519343493431,196.9519343493431,123.94731957796313,73.00461477137998
