event_id,event_time_ist,event_type,symbol,dense_file_path,pre_event_seconds,post_event_seconds,window_start_epoch,window_end_epoch,timestamp_overlap,phase327_action,required_depth_columns
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=AXISBANK\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BAJAJ-AUTO\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-03\symbol=BANKBEES\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BHARTIARTL\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BPCL\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BRITANNIA\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-03\symbol=CIPLA\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
P325_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,900,1800,1784030849,1784033549,1,read_overlapping_row_groups_and_filter_window,buy_1_price;buy_1_quantity;buy_1_orders;sell_1_price;sell_1_quantity;sell_1_orders;buy_2_price;buy_2_quantity;buy_2_orders;sell_2_price;sell_2_quantity;sell_2_orders;buy_3_price;buy_3_quantity;buy_3_orders;sell_3_price;sell_3_quantity;sell_3_orders;buy_4_price;buy_4_quantity;buy_4_orders;sell_4_price;sell_4_quantity;sell_4_orders;buy_5_price;buy_5_quantity;buy_5_orders;sell_5_price;sell_5_quantity;sell_5_orders
