gate_id,passed,observed_value,required_value,severity
P415_EXECUTION_COMPLETE,True,1,1,hard
P415_PHASE414_ALLOWED_EXECUTION,True,run_phase415_deep_book_divergence_snapback_execution_no_paper_live,run_phase415,hard
P415_TICK_ORDERED_REPLAY,True,timestamp_sorted_group_loop,present,hard
P415_DEEP_BOOK_DIVERGENCE_SIGNAL,True,opposing_l2_l5_depth_pressure,present,hard
P415_NOT_PHASE410_THRESHOLD_RELAXATION,True,new_signal_shape,present,hard
P415_TAKER_ONLY_EXECUTION,True,taker_entry_taker_exit,present,hard
P415_FULL_DEPTH_L1_L5,True,required_columns=L1-L5,present,hard
P415_LEVELS_2_TO_5_MATERIAL,True,l2_l5_imbalance_required,present,hard
P415_NO_LOOKAHEAD,True,features_before_entry_tick,present,hard
P415_COST200_FIXED_CAPITAL,True,cost=2.0;capital=1000000.0;notional=100000.0,cost200_fixed_capital,hard
P415_FIXED_PARAMETERS,True,phase414_parameter_freeze,present,hard
P415_EVENT_FLOOR,True,238,>=30,hard
P415_DATE_BREADTH,True,5,>=5,hard
P415_SYMBOL_BREADTH,True,3,>=3,hard
P415_POSITIVE_DATE_FRACTION,False,0.0,>=0.6,hard
P415_ANNUALIZED_FLOOR,False,-419.6393773795146,>=12.0,hard
P415_SIDE_FLIP_CONTROL,False,0.0,primary>=side_flip,hard
P415_L2_L5_REMOVED_CONTROL,True,-428.7136861687991,primary>=l2_removed,hard
P415_TOP5_ONLY_CONTROL,True,-419.6393773795146,primary>=top5_only,hard
P415_REAL_ANCHOR_CROSS_CHECK,True,-1852.714791796141,same_sign,hard
P415_BOUNDARIES_CLOSED,True,promotion=0;paper=0;claim=0,all_zero,hard
