exchange_timestamp_ms,trade_date,exchange,symbol,last_price,buy_1_price,sell_1_price,buy_1_quantity,sell_1_quantity,buy_2_quantity,buy_3_quantity,buy_4_quantity,buy_5_quantity,sell_2_quantity,sell_3_quantity,sell_4_quantity,sell_5_quantity,mid_price,spread_bps,l1_imbalance,l25_imbalance,bid_curvature,ask_curvature,bid_curvature_repair,ask_curvature_repair,dynamic_curvature_score,static_curvature_score,l1_only_score
1784020717,2026-01-01,NSE,ADANIPORTS,1811.5129,1811.3,1811.7,481,313,649,816,983,1150,423,534,644,755,1811.5,2.2081148219712445,0.21132075471698114,0.20856423173803526,-0.1856071130869686,-0.18752651675859142,0.0,0.0,0.10428211586901763,0.10620151954064046,0.21132075471698114
1784020859,2026-01-01,NSE,ADANIPORTS,1811.5098,1811.3,1811.7,481,313,649,816,983,1150,423,534,644,755,1811.5,2.2081148219712445,0.21132075471698114,0.20856423173803526,-0.1856071130869686,-0.18752651675859142,0.0,0.0,0.10428211586901763,0.10620151954064046,0.21132075471698114
1784020975,2026-01-01,NSE,ADANIPORTS,1818.716,1818.5,1818.9,523,323,705,886,1067,1248,438,552,667,783,1818.7,2.1993731786445867,0.2361275088547816,0.23097526390420672,-0.18530842078320964,-0.18844735764031134,0.0,0.0,0.11548763195210336,0.11862656880920507,0.2361275088547816
1784020975,2026-01-01,NSE,ADANIPORTS,1811.516,1811.3,1811.7,481,313,649,816,983,1150,423,534,644,755,1811.5,2.2081148219712445,0.21132075471698114,0.20856423173803526,-0.1856071130869686,-0.18752651675859142,0.0,0.0,0.10428211586901763,0.10620151954064046,0.21132075471698114
1784021003,2026-01-01,NSE,ADANIPORTS,1812.4139,1812.2,1812.6,465,299,627,789,952,1114,404,509,614,720,1812.4,2.2070183182512886,0.2169934640522876,0.21553228621291448,-0.18662072925638817,-0.18727758007117437,-0.0010136161694195844,0.0002489366874170451,0.10650359024962061,0.10842299392124344,0.2169934640522876
1784021189,2026-01-01,NSE,ADANIPORTS,1818.715,1818.5,1818.9,523,323,705,886,1067,1248,438,552,667,783,1818.7,2.1993731786445867,0.2361275088547816,0.23097526390420672,-0.18530842078320964,-0.18844735764031134,0.0,0.0,0.11548763195210336,0.11862656880920507,0.2361275088547816
1784021295,2026-01-01,NSE,ADANIPORTS,1826.4108,1826.2,1826.6,530,336,716,903,1090,1278,453,569,685,801,1826.4,2.190100744633506,0.223760092272203,0.22767857142857142,-0.1878134403209629,-0.18493423674770826,-0.002206327233994304,0.002592280010883158,0.10904067846940825,0.11096008214103108,0.223760092272203
1784021331,2026-01-01,NSE,ADANIPORTS,1818.7119,1818.5,1818.9,523,323,705,886,1067,1248,438,552,667,783,1818.7,2.1993731786445867,0.2361275088547816,0.23097526390420672,-0.18530842078320964,-0.18844735764031134,0.0013123084731785362,-0.0011697775691369705,0.11796971799441887,0.11862656880920507,0.2361275088547816
1784021351,2026-01-01,NSE,ADANIPORTS,1811.5067,1811.3,1811.7,481,313,649,816,983,1150,423,534,644,755,1811.5,2.2081148219712445,0.21132075471698114,0.20856423173803526,-0.1856071130869686,-0.18752651675859142,-0.00029869230375895173,0.0009208408817199254,0.10306258268353875,0.10620151954064046,0.21132075471698114
1784021387,2026-01-01,NSE,ADANIPORTS,1812.4077,1812.2,1812.6,465,299,627,789,952,1114,404,509,614,720,1812.4,2.2070183182512886,0.2169934640522876,0.21553228621291448,-0.18662072925638817,-0.18727758007117437,0.0011927110645747196,-0.0023433433234661127,0.11130219749449807,0.10842299392124344,0.2169934640522876
