trade_date,exchange,symbol,share,file_path_redacted,local_path,status,bytes_written,secret_material_recorded
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-035330_863954-001185.parquet,existing,34446,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070331_869060-026849.parquet,existing,35062,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-061122_869469-019873.parquet,existing,34902,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044202_991199-007842.parquet,existing,35794,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070316_618167-026817.parquet,existing,34539,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-061108_621981-019841.parquet,existing,34660,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044148_978453-007810.parquet,existing,35974,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-035317_113450-001153.parquet,existing,34486,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070301_616002-026785.parquet,existing,34671,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-061054_471021-019809.parquet,existing,34959,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044134_985732-007778.parquet,existing,36597,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-035303_116074-001121.parquet,existing,34515,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070246_873116-026753.parquet,existing,34670,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044120_731170-007746.parquet,existing,36321,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-035249_364286-001089.parquet,existing,34704,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070231_871989-026721.parquet,existing,34657,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044106_504929-007714.parquet,existing,36706,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-035235_612670-001057.parquet,existing,34456,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070217_366224-026689.parquet,existing,35016,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044052_237305-007682.parquet,existing,36533,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-035221_862786-001025.parquet,existing,34518,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-084604_117277-040352.parquet,existing,34574,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070202_866494-026657.parquet,existing,34605,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044038_234964-007650.parquet,existing,36526,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-035208_112949-000993.parquet,existing,34505,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-084549_617606-040320.parquet,existing,34635,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070148_621964-026625.parquet,existing,34509,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044024_476860-007618.parquet,existing,35997,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-065715_517650-026018.parquet,existing,34714,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-084535_113231-040288.parquet,existing,34880,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070134_117366-026593.parquet,existing,34579,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-044010_486105-007586.parquet,existing,35940,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-084520_613598-040256.parquet,existing,34792,0
2026-07-21,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=ADANIPORTS\part-070119_865138-026561.parquet,existing,34618,0
2026-07-21,NSE,AXISBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-21/exchange=NSE/symbol=AXISBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-21\exchange=NSE\symbol=AXISBANK\part-043956_243542-007554.parquet,existing,36133,0
