metric,value,description
phase297_interpretation_complete,1,Phase297 interpretation completed
phase297_selected_next_route,P298_RAW_DENSE_TOP5_BOOK_STATE_STRATEGY_SWEEP,Selected next route
phase297_phase296_input_rows,3012294,Phase296 input rows interpreted
phase297_phase296_variant_rows,360,Phase296 variants interpreted
phase297_phase296_scenario_rows,720,Phase296 scenarios interpreted
phase297_phase296_sparse_above12_scenario_rows,0,Phase296 sparse above-12 rows
phase297_phase296_robust_portfolio_floor_scenario_rows,0,Phase296 robust floor rows
phase297_phase296_robust_portfolio_above12_scenario_rows,0,Phase296 robust above-12 rows
phase297_best_phase296_variant_id,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,Best interpreted Phase296 variant
phase297_best_strategy_family,P296_TOP5_PRESSURE_CONTINUATION,Best interpreted family
phase297_best_feed_profile,disconnect_scenario,Best interpreted feed profile
phase297_best_cost200_annualized_pct,2.906506686547222,Best fixed-capital annualized diagnostic
phase297_best_scheduled_event_rows,6,Best scheduled events
phase297_positive_but_below12_variant_rows,110,Positive but below-12 variants
phase297_raw_book_state_clue_variant_rows,9,Variants preserved as raw-book-state clues
phase297_family_rows,6,Families interpreted
phase297_close_phase296_for_acceptance,1,Close Phase296 for acceptance
phase297_close_phase42_proxy_sweep_for_direct_acceptance,1,Close proxy-only sweep for direct acceptance
phase297_do_not_claim_portfolio_return,1,Do not claim portfolio return
phase297_do_not_relax_annualized_denominator,1,Keep fixed initial-capital denominator
phase297_strategy_replay_allowed,0,No replay
phase297_strategy_promotion_allowed,0,No promotion
phase297_paper_or_live_acceptance_allowed,0,No paper/live
phase297_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase297_hard_gate_pass_rows,12,Passed hard gates
phase297_hard_gate_rows,12,Hard gates
phase297_next_best_action,run_phase298_raw_dense_top5_book_state_strategy_sweep_no_paper_live,Recommended next milestone
