metric,value,description
phase339_cost_stress_holdout_validation_interpretation_complete,1,Phase339 interpretation completed
phase339_primary_taker_route_survived_synthetic_holdout,1,Primary taker route survived synthetic holdout
phase339_survivor_rows_preserved,8,Phase338 survivor rows preserved
phase339_best_survivor_candidate,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,Best survivor candidate
phase339_best_survivor_annualized_return_pct,20.82928580629932,Best survivor annualized return
phase339_best_survivor_scheduled_events,34,Best survivor scheduled events
phase339_best_survivor_positive_symbol_date_cells,30,Best survivor positive symbol-date cells
phase339_passive_aware_route_status,diagnostic_failed_not_primary_rescue,Passive-aware route status
phase339_passive_aware_cost200_acceptance_rows,0.0,Passive-aware 2x-cost acceptance rows
phase339_synthetic_holdout_boundary,not_deployable_profitability,Synthetic holdout boundary
phase339_selected_next_route,P340_OFFICIAL_CATALYST_CALENDAR_ACQUISITION_PRECOMMIT,Selected next route
phase339_contract_rows,26,Phase340 official catalyst calendar contract rows
phase339_real_event_overlap_date_rows,3,Local real dates overlapping event-catalyst calendar
phase339_real_event_overlap_symbol_rows,32,Symbols on overlapping real/event dates
phase339_real_event_overlap_dates,2026-07-14;2026-07-15;2026-07-16,Overlapping real/event dates
phase339_real_event_overlap_event_types,synthetic_calendar_rbi_policy_like,Overlapping event types
phase339_sbin_real_event_overlap_date_rows,3,SBIN real/event overlap dates
phase339_strategy_replay_allowed,0,No replay
phase339_strategy_promotion_allowed,0,No promotion
phase339_paper_or_live_acceptance_allowed,0,No paper/live
phase339_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase339_hard_gate_pass_rows,11,Passed hard gates
phase339_hard_gate_rows,11,Hard gates
phase339_next_best_action,run_phase340_official_catalyst_calendar_acquisition_precommit_no_paper_live,Recommended next action
