metric,value,description
phase429_broader_full_depth_sweep_interpretation_complete,1,Phase429 interpretation completed
phase429_selected_verdict,P429_BROADER_FULL_DEPTH_SWEEP_BLOCKED_BY_TIMING_GEOMETRY,Selected verdict
phase429_phase428_grid_rows_evaluated,1458,Phase428 grid rows
phase429_phase428_best_completed_round_trips,0,Phase428 best round trips
phase429_phase428_best_annualized_return_pct,0.0,Phase428 best annualized return
phase429_strategy_signal_conclusion_allowed,0,Blocked by zero scan geometry
phase429_timing_geometry_audit_required,1,Precommit Phase430 timing audit
phase429_strategy_promotion_allowed,0,No promotion
phase429_paper_or_live_acceptance_allowed,0,No paper/live
phase429_deployable_profitability_claim_allowed,0,No deployable claim
phase429_hard_gate_pass_rows,8,Passed hard gates
phase429_hard_gate_rows,8,Hard gates
phase429_next_best_action,precommit_phase430_timing_geometry_audit_before_new_strategy_sweep,Recommended next action
