scenario_id,scope_id,scope_candidate_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,candidate_rank,family_id,side,horizon,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,decision,rejection_reason,cash_before_or_after_release_inr,notional_inr,gross_edge_bps,modeled_cost_bps,extra_slippage_bps_applied,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,phase292_variant_id,repair_family
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,0,2026-07-14,NSE,ITBEES,10,18,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,scheduled,,100000.0,50000.0,-15.56419533118547,16.53624,0.0,-32.100435331185466,-160.50217665592731,-160.50217665592731,50000.0,1,50000.0,0.5587740573553994,0.6241793171904755,0.6061073211971408,924267.685320498,207269.8550173685,7399589.991679363,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,2026-07-14,NSE,ITBEES,15,23,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-28.155306833158306,16.53624,0.0,-44.691546833158306,0.0,-160.50217665592731,50000.0,1,50000.0,0.6233815135488001,0.5467796996080091,0.6831966497267487,923827.6282331182,200561.0217467816,7436784.493773303,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,2,2026-07-14,NSE,ITBEES,8,16,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-29.398414008479488,16.53624,0.0,-45.934654008479484,0.0,-160.50217665592731,50000.0,1,50000.0,0.5416566283654483,0.5708701210650666,0.6038420923141014,925305.6268206026,198366.9324915313,7460221.102635566,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,3,2026-07-14,NSE,ITBEES,14,22,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-16.338331443189446,16.53624,0.0,-32.874571443189446,0.0,-160.50217665592731,50000.0,1,50000.0,0.6411490634817546,0.553585963447941,0.6541671560137616,973362.6957530668,205144.3140080125,7179154.221924391,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,4,2026-07-14,NSE,ITBEES,15,23,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-16.954897487226688,16.53624,0.0,-33.49113748722669,0.0,-160.50217665592731,50000.0,1,50000.0,0.6123973989189644,0.5563256521127653,0.711267676416205,993884.5926208418,189690.89511970925,7558941.786684482,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,5,2026-07-14,NSE,ITBEES,16,24,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-14.86185911275889,16.53624,0.0,-31.39809911275889,0.0,-160.50217665592731,50000.0,1,50000.0,0.5991889301594909,0.6379715440099105,0.6491593768027364,971418.3374687734,185455.34573253995,7722590.35243962,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,6,2026-07-14,NSE,ITBEES,15,23,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-29.157954295034145,16.53624,0.0,-45.694194295034144,0.0,-160.50217665592731,50000.0,1,50000.0,0.6276056543445157,0.6284930273121138,0.6523716102644418,893035.1164907174,205965.5234745181,6802733.354680639,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,7,2026-07-14,NSE,ITBEES,10,18,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-29.07164526487936,16.53624,0.0,-45.60788526487936,0.0,-160.50217665592731,50000.0,1,50000.0,0.6008495074466464,0.6507222185670525,0.6621018587195044,1044142.81565175,204379.75188472896,6852086.755306174,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,8,2026-07-14,NSE,ITBEES,9,17,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-16.12424954995135,16.53624,0.0,-32.66048954995135,0.0,-160.50217665592731,50000.0,1,50000.0,0.5512442634522056,0.5778663174419171,0.6350216404062314,951136.1766217,184515.07122797857,7576768.121595092,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,9,2026-07-14,NSE,ITBEES,14,22,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-18.026069091171866,16.53624,0.0,-34.56230909117187,0.0,-160.50217665592731,50000.0,1,50000.0,0.5687209724879634,0.6374163268374078,0.6663765348639965,1020578.2293744998,199035.75694156,6870840.615779756,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
