event_time_ist,event_type,symbol_scope,index_scope,source_url_or_file,confidence,embargo_safe_flag,event_title,expected_impact_side,source_provider,source_published_time_ist,notes
2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 001,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-14T17:52:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-15T19:22:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 002,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-15T19:22:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-16T17:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 003,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-16T17:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-17T19:22:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 004,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-17T19:22:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-20T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 005,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-20T17:52:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-21T20:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 006,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-21T20:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-22T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 007,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-22T17:52:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-23T19:22:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 008,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-23T19:22:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-24T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 009,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-24T17:52:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-27T20:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 010,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-27T20:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-28T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 011,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-28T17:52:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-29T18:37:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 012,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-29T18:37:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-30T20:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 013,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-30T20:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-07-31T19:22:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 014,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-07-31T19:22:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-03T17:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 015,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-03T17:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-04T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 016,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-04T17:52:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-05T18:37:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 017,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-05T18:37:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-06T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 018,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-06T17:52:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-07T20:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 019,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-07T20:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-10T19:22:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 020,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-10T19:22:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-11T20:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 021,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-11T20:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-12T17:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 022,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-12T17:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-13T17:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 023,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-13T17:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
2026-08-14T17:07:29+05:30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase324/phase324_phase325_work_order.csv,1.0,1,Phase325 expanded synthetic catalyst breadth timestamp 024,timing_only_no_directional_label,SyntheticL2 Phase325 dense-coverage timestamp generator,2026-08-14T17:07:29+05:30,Expanded synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.
