metric,value,description
phase295_interpretation_complete,1,Phase295 interpretation completed
phase295_selected_next_route,P296_FULL_YEAR_TOP5_DEPTH_STRATEGY_FAMILY_SWEEP,Selected next route
phase295_phase294_variant_rows,840,Phase294 variants interpreted
phase295_phase294_scenario_rows,3360,Phase294 scenarios interpreted
phase295_phase294_family_rows,4,Phase294 families interpreted
phase295_phase294_sparse_above12_scenario_rows,0,Phase294 sparse above-12 rows
phase295_phase294_robust_portfolio_floor_scenario_rows,0,Phase294 robust floor rows
phase295_phase294_robust_portfolio_above12_scenario_rows,0,Phase294 robust above-12 rows
phase295_best_phase294_variant_id,P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_OPEN_ORIG_H13,Best interpreted Phase294 variant
phase295_best_continuation_family,spread_compressed_absorption_continuation,Best interpreted continuation family
phase295_best_side_mode,ORIG,Best interpreted side mode
phase295_best_market_bucket,OPEN,Best interpreted market bucket
phase295_best_cost200_annualized_pct,7.839348198816357,Best fixed-capital annualized diagnostic
phase295_best_scheduled_event_rows,2,Best scheduled events
phase295_positive_but_below12_variant_rows,476,Positive but below-12 variants
phase295_close_phase294_for_acceptance,1,Close Phase294 route for acceptance
phase295_close_phase277_event_universe_for_minor_repairs,1,Close current event universe for minor repairs
phase295_do_not_relax_annualized_denominator,1,Keep fixed-capital annualized denominator
phase295_do_not_lower_cost_or_event_floor,1,Keep cost/event floors
phase295_strategy_replay_allowed,0,No strategy replay unlocked
phase295_strategy_promotion_allowed,0,No strategy promotion unlocked
phase295_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase295_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase295_hard_gate_pass_rows,10,Hard gates passed
phase295_hard_gate_rows,10,Hard gates evaluated
phase295_next_best_action,run_phase296_full_year_top5_depth_strategy_family_sweep_no_paper_live,Recommended next milestone
