metric,value,description
phase291_interpretation_complete,1,Phase291 interpretation completed
phase291_selected_next_route,P291_ADAPTIVE_PRESSURE_BREADTH_REPAIR_SEARCH,Selected next route
phase291_phase290_variant_rows,246,Phase290 variants interpreted
phase291_phase290_scenario_rows,984,Phase290 scenarios interpreted
phase291_phase290_sparse_above12_scenario_rows,0,Phase290 sparse above-12 rows
phase291_phase290_robust_portfolio_floor_scenario_rows,0,Phase290 robust floor rows
phase291_phase290_robust_portfolio_above12_scenario_rows,0,Phase290 robust above-12 rows
phase291_best_phase290_variant_id,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_INV_H10,Best interpreted Phase290 variant
phase291_best_adaptive_family,exhaustion_reversal_adaptive,Best interpreted adaptive family
phase291_best_primary_pressure_column,depth_withdrawal_pressure,Best interpreted primary pressure feature
phase291_best_interaction_column,churn_withdraw_interaction,Best interpreted interaction feature
phase291_best_side_mode,INV,Best interpreted side mode
phase291_best_market_bucket,OPEN,Best interpreted market bucket
phase291_best_cost200_annualized_pct,28.55657959303009,Best fixed-capital annualized diagnostic
phase291_best_scheduled_event_rows,1,Best scheduled events
phase291_above12_but_too_sparse_variant_rows,4,Above-12 but too-sparse variants
phase291_close_phase290_for_acceptance,1,Close Phase290 route for acceptance
phase291_do_not_relax_annualized_denominator,1,Keep fixed-capital annualized denominator
phase291_do_not_claim_portfolio_return,1,Do not claim portfolio return
phase291_strategy_replay_allowed,0,No strategy replay unlocked
phase291_strategy_promotion_allowed,0,No strategy promotion unlocked
phase291_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase291_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase291_hard_gate_pass_rows,9,Hard gates passed
phase291_hard_gate_rows,9,Hard gates evaluated
phase291_next_best_action,run_phase292_adaptive_pressure_breadth_repair_search_no_paper_live,Recommended next milestone
