candidate_id,family_id,fill_model_id,fill_profile,uses_full_top_five_depth,uses_depth_beyond_l1,uses_l1_only,horizon,spread_quantile,spread_min_bps,replenishment_quantile,replenishment_min,churn_quantile,churn_cap,price_shift_quantile,price_shift_cap,imbalance_threshold,spread_capture_fraction,opportunity_rows_before_fill,symbols,trade_dates,mean_fill_probability,cost100_opportunity_rows,cost100_expected_net_pnl_inr,cost100_expected_gross_pnl_inr,cost100_expected_cost_inr,cost100_realized_fill_equivalent_rows,cost100_win_rate,cost100_profit_factor,cost100_avg_expected_net_per_opportunity,cost100_max_drawdown_inr,cost150_opportunity_rows,cost150_expected_net_pnl_inr,cost150_expected_gross_pnl_inr,cost150_expected_cost_inr,cost150_realized_fill_equivalent_rows,cost150_win_rate,cost150_profit_factor,cost150_avg_expected_net_per_opportunity,cost150_max_drawdown_inr,cost200_opportunity_rows,cost200_expected_net_pnl_inr,cost200_expected_gross_pnl_inr,cost200_expected_cost_inr,cost200_realized_fill_equivalent_rows,cost200_win_rate,cost200_profit_factor,cost200_avg_expected_net_per_opportunity,cost200_max_drawdown_inr,side_flip_expected_net_pnl_inr,side_flip_degrades,random_side_expected_net_pnl_inr,random_side_beat,queue_adverse_expected_net_pnl_inr,queue_adversity_survives,nonfill_stress_expected_net_pnl_inr,nonfill_stress_survives,survivor_candidate,has_opportunities
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA0p75,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA0p75,conservative_low_fill,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.09264604945357398,5,-17.14255650345248,21.157876216951728,38.3004327204042,0.4632302472678699,0.6,0.4381671634111887,-3.428511300690496,-29.262483464264793,5,-36.292772863654584,21.157876216951728,57.450649080606304,0.4632302472678699,0.2,0.10037564854692861,-7.258554572730917,-35.86809881721602,5,-55.442989223856685,21.157876216951728,76.6008654408084,0.4632302472678699,0.2,0.008986784651331764,-11.088597844771337,-48.24703808830283,-106.31524689604313,1,-142.32539368544167,1,-15.10146084642983,0,-25.144307405063888,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA1p0,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA1p0,conservative_low_fill,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.08874364945357396,5,-20.012254268690224,16.67490287731398,36.687157146004196,0.44371824726786985,0.6,0.3498276692077101,-4.002450853738045,-29.091235655002144,5,-38.35583284169232,16.67490287731398,55.03073571900631,0.44371824726786985,0.2,0.08688555387169346,-7.671166568338464,-37.27072742784452,5,-56.699411414694424,16.67490287731398,73.37431429200839,0.44371824726786985,0.2,0.006759102736276579,-11.339882282938884,-49.304390007731335,-103.45805558745346,1,-138.93111365581754,1,-18.01242695261935,0,-26.97960568955533,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA1p25,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA1p25,conservative_low_fill,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.08484124945357399,5,-22.743672446405014,12.330209125199188,35.073881571604204,0.42420624726786993,0.6,0.26649622645026133,-4.548734489281003,-28.912920888883782,5,-40.280613232207116,12.330209125199188,52.610822357406306,0.42420624726786993,0.2,0.07480035701475538,-8.056122646441423,-38.57574272174434,5,-57.81755401800922,12.330209125199188,70.14776314320841,0.42420624726786993,0.2,0.004743116539642525,-11.563510803601844,-50.26412861043114,-100.46258469134087,1,-135.39855403867045,1,-20.78511347128592,0,-28.732396057024896,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_baseline_conservative_QA0p75,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_baseline_conservative_QA0p75,baseline_conservative,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.17306119912571838,5,-3.8379714923455595,67.70656659342117,71.54453808576673,0.8653059956285919,0.8,0.9215069099291578,-0.7675942984691119,-48.895660610146486,5,-39.61024053522891,67.70656659342117,107.31680712865008,0.8653059956285919,0.6,0.34761881801256844,-7.922048107045782,-56.95093152243029,5,-75.38250957811226,67.70656659342117,143.08907617153346,0.8653059956285919,0.2,0.03720610421633439,-15.076501915622453,-68.12891315909636,-178.2504171335684,1,-241.44634217712112,1,-0.09017164153299895,0,-12.17678639958092,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_baseline_conservative_QA1p0,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_baseline_conservative_QA1p0,baseline_conservative,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.1678531991257184,5,-8.820084561274511,60.571435076492214,69.39151963776672,0.8392659956285919,0.8,0.8193494872989979,-1.764016912254902,-48.82402175006718,5,-43.51584438015787,60.571435076492214,104.08727945665008,0.8392659956285919,0.6,0.28805618695489055,-8.703168876031574,-56.79681816535099,5,-78.21160419904123,60.571435076492214,138.78303927553344,0.8392659956285919,0.2,0.03287958724344846,-15.642320839808246,-70.40408171578353,-175.49621577340324,1,-238.04510458599952,1,-5.130512628141638,0,-15.27780032043038,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_baseline_conservative_QA1p25,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_baseline_conservative_QA1p25,baseline_conservative,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.16264519912571834,5,-13.615964338707823,53.62253685105892,67.23850118976674,0.8132259956285918,0.8,0.7206630383120898,-2.7231928677415644,-48.743869255370086,5,-47.23521493359117,53.62253685105892,100.85775178465009,0.8132259956285918,0.6,0.23158039959167057,-9.447042986718234,-56.634191173653896,5,-80.85446552847455,53.62253685105892,134.47700237953347,0.8132259956285918,0.2,0.028985365291089065,-16.17089310569491,-72.55130502319648,-172.55578112174234,1,-234.45763370338224,1,-9.9846203232546,0,-18.267755762519997,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H6_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA0p75,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA0p75,conservative_low_fill,1,1,0,6,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.08653884475962159,2,-74.30455090987365,-59.99427984719521,14.31027106267845,0.17307768951924318,0.0,0.0,-37.15227545493683,-23.01767340761232,2,-81.45968644121288,-59.99427984719521,21.465406594017672,0.17307768951924318,0.0,0.0,-40.72984322060644,-26.113219656230058,2,-88.6148219725521,-59.99427984719521,28.6205421253569,0.17307768951924318,0.0,0.0,-44.30741098627605,-29.208765904847787,-77.92231190559026,1,-74.30455090987365,0,-74.23730367517503,0,-83.00932829000226,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H6_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA0p75,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA0p75,conservative_low_fill,1,1,0,6,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,6,4,1,0.09242367363400654,6,-44.06277177396889,1.7874296928392486,45.85020146680812,0.5545420418040392,0.3333333333333333,0.2563188621661102,-7.343795295661482,-48.01156893292959,6,-66.98787250737296,1.7874296928392486,68.7753022002122,0.5545420418040392,0.16666666666666666,0.10260613916589183,-11.164645417895493,-60.20678909098639,6,-89.912973240777,1.7874296928392486,91.70040293361625,0.5545420418040392,0.16666666666666666,0.03699515255242531,-14.9854955401295,-75.7244096096213,-114.48755289820332,1,-150.13749205565665,1,-41.37116947242211,0,-47.24074620704625,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H6_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA1p0,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA1p0,conservative_low_fill,1,1,0,6,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,6,4,1,0.08859034030067321,6,-46.44281886331994,-2.4942849965118175,43.948533866808134,0.5315420418040393,0.3333333333333333,0.22529089729531696,-7.740469810553324,-48.847223171409865,6,-68.41708579672402,-2.4942849965118175,65.9228008002122,0.5315420418040393,0.16666666666666666,0.08645809527522569,-11.402847632787337,-60.774294536740136,6,-90.39135273012808,-2.4942849965118175,87.89706773361627,0.5315420418040393,0.16666666666666666,0.026191226986923746,-15.065225455021347,-75.68834229537505,-112.961599893083,1,-147.67977798365658,1,-43.82005067517998,0,-48.816111696820634,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H6_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA1p25,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA1p25,conservative_low_fill,1,1,0,6,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,6,4,1,0.08475700696733986,6,-48.64314993404736,-6.596283667239232,42.04686626680813,0.5085420418040392,0.3333333333333333,0.19632083911572254,-8.10719165567456,-49.59602992306702,6,-69.66658306745143,-6.596283667239232,63.07029940021221,0.5085420418040392,0.16666666666666666,0.07121631500545857,-11.61109717790857,-61.248560326400934,6,-90.6900162008555,-6.596283667239232,84.09373253361626,0.5085420418040392,0.16666666666666666,0.01583471361328507,-15.115002700142583,-75.55903532503586,-111.25593086933905,1,-145.04234789303285,1,-46.08921585931422,0,-50.28425919725324,0,0,1
