event_id,event_time_ist,event_type,symbol,source_tick_rows,relative_second_min,relative_second_max,event_mid,event_l1_spread,pre_mean_l1_spread,event_l1_mid,pre_mean_l1_mid,event_l1_microprice,pre_mean_l1_microprice,event_l1_queue_imbalance,pre_mean_l1_queue_imbalance,event_l1_l5_qty_imbalance,pre_mean_l1_l5_qty_imbalance,event_l2_l5_qty_imbalance,pre_mean_l2_l5_qty_imbalance,event_l1_l5_order_imbalance,pre_mean_l1_l5_order_imbalance,event_l2_l5_order_imbalance,pre_mean_l2_l5_order_imbalance,event_bid_depth_slope_l1_l5,pre_mean_bid_depth_slope_l1_l5,event_ask_depth_slope_l1_l5,pre_mean_ask_depth_slope_l1_l5,event_depth_pressure,pre_mean_depth_pressure,event_l2_l5_pressure,pre_mean_l2_l5_pressure,pre_mid_std,target_return_60s_bps,target_return_300s_bps,target_return_900s_bps,target_return_1800s_bps,target_pressure_shift_300s,target_l2_l5_pressure_shift_300s
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,85930,-900,1800,1821.4,0.8999999999998636,0.8999999999999839,1821.4,1830.6800850629468,1821.483088235294,1830.7792717867176,0.184640522875817,0.22041494171366524,0.1838539163863527,0.21878726955753905,0.18374904694477726,0.21857025649782258,0.15789473684210525,0.1890625157383295,0.16,0.19588075526066914,0.40000000000009095,0.40000000000003677,0.40000000000009095,0.3999999999999981,0.20428212931820064,0.2430969661750459,0.20416560771645012,0.24285584055313877,6.71110538173882,104.86439002964643,109.25661579004986,104.86439002964643,-16.4708466015151,0.04465895867929695,0.04613206728509131
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,AXISBANK,86352,-900,1800,1337.6,0.5,0.5,1337.6,1341.1263794148856,1337.6093109869646,1341.1340676021966,0.037243947858473,0.03075274924452089,0.034943586373096726,0.03012393188685782,0.034636871508379886,0.03004008342707004,0.0,0.04010938288204113,0.0,0.03909135314827457,0.3999999999998636,0.3999999999999945,0.40000000000009095,0.3999999999999755,0.06988717274619345,0.06024786377371564,0.06927374301675977,0.06008016685414008,6.30872227791233,37.38038277512068,0.0,37.38038277512068,-26.166267942583367,0.0,0.0
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BAJAJ-AUTO,84440,-900,1800,10396.5,7.0,7.0,10396.5,10372.670240994512,10396.5,10372.670240994512,0.0,0.0,0.022965879265091863,0.02699224936964174,0.02602875557759048,0.030591257845249718,0.0,0.028628829842419573,0.0,0.03244305990162319,2.0,2.0,2.0,2.0,0.0032808398950131233,0.0038560356242345337,0.0037183936539414973,0.004370179692178531,39.46267714156362,0.0,-69.73500697350032,-45.68845284470768,-69.73500697350032,-0.00048453961538309515,-0.0005492078908990788
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BANKBEES,89892,-900,1800,604.29,0.5,0.5,604.29,604.9975803058932,604.3744402277039,605.0808791373078,0.3377609108159393,0.33319532565826326,0.3367563344123228,0.3325560277111844,0.3366223908918406,0.3324707901973047,0.30612244897959184,0.3030790880704492,0.3023255813953488,0.296837709259848,0.03999999999996362,0.03999999999997502,0.04000000000007731,0.0400000000000153,0.6735126688246456,0.6651120554223688,0.6732447817836812,0.6649415803946094,1.8779218864593323,-20.35446557116627,0.0,28.132188187790508,-55.105992156082586,0.0,0.0
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BHARTIARTL,85327,-900,1800,1906.5,0.6999999999998181,0.6999999999999881,1906.5,1915.5230705721876,1906.5294392523365,1915.5528905053384,0.08411214953271028,0.0851998090026997,0.08597185576077397,0.08529547527307191,0.08621978569648642,0.08530822928592467,0.02040816326530612,0.07314133736352503,0.023255813953488372,0.07073923141833344,0.40000000000009095,0.39999999999999414,0.40000000000009095,0.40000000000001773,0.12281693680113759,0.12185067896153395,0.12317112242358404,0.12186889897989503,8.10395750486554,78.15368476265405,0.0,69.76134277471901,107.00236034618449,0.0,0.0
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BPCL,85675,-900,1800,309.25,0.14999999999997726,0.14999999999999267,309.25,309.1886084741838,309.24455017301034,309.1850968659492,-0.0726643598615917,-0.04682144312749624,-0.07194464231199756,-0.04649626777372794,-0.07184869103909583,-0.04645291316739825,-0.09090909090909091,-0.050719785874627867,-0.08333333333333333,-0.048075941291544806,0.19999999999998863,0.2000000000000023,0.19999999999998863,0.19999999999999973,-0.4796309487467231,-0.3099751184915258,-0.4789912735940448,-0.30968608778266127,1.2969607153134222,59.82215036378413,72.75666936135794,42.03718674211876,43.65400161681521,0.28390024267115976,0.28247497167351476
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BRITANNIA,84434,-900,1800,5464.0,4.5,4.5,5464.0,5430.872061380301,5464.0,5430.925930794445,0.0,0.023941961841431325,0.011095700416088766,0.022627395313245,0.012575320932669635,0.022452118051383606,0.02040816326530612,0.029283489854421686,0.023255813953488372,0.028012257084588824,2.0,2.0,2.0,2.0,0.0024657112035752814,0.005028310069609999,0.0027945157628154744,0.004989359566974134,19.605099842089125,-10.98096632503709,-60.39531478770122,-0.9150805270863316,-0.9150805270863316,-0.0007415732725407987,-0.0008404366226102962
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,CIPLA,87819,-900,1800,1432.1,0.8999999999998636,0.8999999999999633,1432.1,1435.3139923710385,1432.3595472440945,1435.5719567594301,0.5767716535433071,0.5732541964261452,0.5749362983553393,0.5724748651389312,0.5746915200840116,0.5723709353621933,0.5102040816326531,0.5073591702344207,0.5238095238095238,0.5202656528149492,0.40000000000009095,0.40000000000005276,0.40000000000009095,0.4000000000000288,0.6388181092838072,0.6360831834877266,0.6385461334267764,0.6359677059580178,4.364531562192585,-10.474128901613033,-10.474128901613033,56.5602960687106,-60.0516723692468,-0.016717801112085096,-0.016912409893131364
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,DRREDDY,86138,-900,1800,1255.4,0.7000000000000455,0.7000000000000454,1255.4,1246.1631310447444,1255.4782647584973,1246.2368168142486,0.22361359570661896,0.21053077001220194,0.22277175628748816,0.21175672917636978,0.22265951103160406,0.21192019899736972,0.20754716981132076,0.1980520175641476,0.21739130434782608,0.20480679043786912,0.3999999999998636,0.3999999999999625,0.40000000000009095,0.39999999999999203,0.3182453661249624,0.30250961310908003,0.3180850157594137,0.3027431414247942,4.690632159972363,-104.34921140672238,-104.34921140672238,-36.641707822206996,-19.117412776804564,-0.04234627863168994,-0.041895698324220576
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,GOLDBEES,86554,-900,1800,117.11,0.030000000000001137,0.029999999999999517,117.11,117.65899624895803,117.10664974619289,117.65602196496842,-0.2233502538071066,-0.19828559930756018,-0.22325072160844034,-0.19842172642670583,-0.22323745064861816,-0.19843987981798183,-0.2,-0.17943960592517494,-0.20833333333333334,-0.18495250181232956,0.03999999999999204,0.03999999999999791,0.04000000000000625,0.04000000000000203,-7.441690720281063,-6.614057547556942,-7.4412483549536566,-6.614662660599477,0.41932869302919495,0.0,21.347451114337446,93.92878490308121,-11.100674579455072,0.9707100665121278,0.9728343764592777
