shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
4,2026-01-01,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,360,0.9718745945134586,0.979473076687867,-8.571725176063026,-7.04756693115649,1.0,0.0,-16.839845176063026,-30.030030030028243,-0.24621041141759115,3.462573976150528,0.326101055021582
4,2026-01-01,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2620,1.0055566888882193,1.0,-12.090837383167493,-8.634454048285779,1.0,0.0,-20.358957383167642,-58.43017061937572,-0.2458009012695772,3.461816568846158,0.3288114341284728
4,2026-01-01,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,1890,1.0091917186081611,1.0,-17.56574108353845,-13.211557240508931,1.0,0.0,-25.833861083538377,-103.34657865822882,-0.24621041141759115,3.4537122057272156,0.32763437822440755
4,2026-01-01,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,880,0.9712265487538301,0.9772727272727273,-10.818306696697615,-8.630424720346141,1.0,0.0,-19.086426696697625,-58.43017061937572,-0.2458009012695772,3.4625923439447197,0.32826488927776126
8,2026-01-01,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,440,0.9620516336207744,0.9703669513039465,-18.253897085473575,-9.669986249946083,1.0,0.0,-26.522017085473557,-164.8844429113494,0.0,2.7501145110634453,0.5702968386707472
8,2026-01-01,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,820,0.9608189362157878,0.9704142011834319,-18.815395064923926,-9.5700321279657,1.0,0.0,-27.083515064923912,-142.93493057446204,-0.6806425265459826,2.7516665339199635,0.5675487621428799
8,2026-01-01,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2110,1.009713805263237,1.0,-24.90987312302728,-17.111567419575422,1.0,0.0,-33.177993123027115,-164.8844429113494,0.0,2.742449247041638,0.5693782754623451
8,2026-01-01,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2780,1.0060032635952052,1.0,-19.98994644687637,-13.697691938908685,1.0,0.0,-28.258066446876512,-142.93493057446204,-0.6806425265459826,2.754607917930452,0.5689901968075045
11,2026-01-01,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,160,0.9564737610039924,0.9703768453768453,-14.332944413403544,-15.621590014245346,1.0,0.0,-22.601064413403527,-26.04897206748724,-4.4054627738387975,2.4054277904430448,0.3040498535581151
11,2026-01-01,HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,240,0.9558528049933981,0.9631140231984134,-29.076931833211404,-12.41368700797607,1.0,0.0,-37.34505183321143,-120.19806724702487,-4.41696113073986,2.41403872816652,0.30397381639794824
11,2026-01-01,HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,510,1.0011217392041076,1.0,-28.222861654512936,-26.16325873450176,1.0,0.0,-36.49098165451297,-120.19806724702487,-4.41696113073986,2.4165600458621372,0.3030704959011923
11,2026-01-01,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,440,1.006847697756788,1.0,-31.33042056607677,-15.621590014245346,1.0,0.0,-39.59854056607669,-157.5902653101935,-4.4054627738387975,2.4033016451475144,0.3027938239920923
12,2026-01-01,HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,640,0.9640618992764128,0.9675303283073866,-14.979106645321732,-9.51504517715529,0.9375,0.0,-23.24722664532174,-105.3885084846684,2.220446049250313e-12,1.199287568897932,0.5711178648771398
12,2026-01-01,HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1920,1.0068922563766,1.0,-25.13609708526353,-13.221948434403163,1.0,0.0,-33.40421708526359,-240.5169319133682,0.0,1.1942603420230609,0.5711790620066304
12,2026-01-01,HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,480,0.9399306041019754,0.9534883720930233,-33.81657455462683,-8.711054907071802,1.0,0.0,-42.08469455462683,-240.5169319133682,0.0,1.1961438591894649,0.570641174240826
12,2026-01-01,HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2860,1.0103320960554847,1.0,-24.233787527213707,-17.401740174017853,0.9790209790209791,0.0,-32.501907527213774,-213.43638525564867,2.220446049250313e-12,1.1994977838228156,0.5712578855092129
14,2026-01-01,ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,540,0.9480566198541808,0.952755905511811,-13.276798432295253,-8.28958275766678,1.0,0.0,-21.544918432295283,-58.76180482686344,-1.1102230246251565e-12,1.3896882880562034,0.36624809893519206
14,2026-01-01,ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,760,0.9567231372867872,0.9644540860429549,-16.92945928594258,-11.117231886118017,1.0,0.0,-25.197579285942595,-61.99628022318549,-2.075693627622277,1.396598520535788,0.3681180516780695
14,2026-01-01,ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2010,1.0110489896482746,1.0,-26.876686287515607,-20.065038400330913,1.0,0.0,-35.14480628751571,-294.15836101882473,0.0,1.3901216378999037,0.36780799757843413
14,2026-01-01,ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2940,1.0103318375811792,1.0,-20.56728967678882,-14.509776825814003,1.0,0.0,-28.83540967678883,-69.87143655673434,-1.1102230246251565e-12,1.396019672615752,0.3675841669615318
16,2026-01-01,ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,400,0.9640605322207974,0.9699721585325909,-14.46659544264444,-7.693614442071395,1.0,0.0,-22.734715442644468,-78.52193995381174,-1.5368065160581423,3.083179379099825,0.7397042166665075
16,2026-01-01,ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,2510,1.0072128788499684,1.0,-15.727105691925773,-10.825858335909988,1.0,0.0,-23.995225691925874,-78.50985221674934,-1.5379883112898174,3.0906111916617593,0.7414302657276014
16,2026-01-01,ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1950,1.011656097032966,1.0,-19.207823471667506,-13.942680092949855,1.0,0.0,-27.475943471667527,-78.52193995381174,-1.5368065160581423,3.085955959891535,0.7405596971870403
16,2026-01-01,ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,540,0.9620631056668574,0.970873786407767,-14.472869101362413,-10.825858335909988,1.0,0.0,-22.740989101362416,-38.461538461538325,-1.5384615384628209,3.096199263909363,0.7406432013619121
17,2026-01-01,ITC,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,740,0.9713579647534684,0.9748743718592965,-12.935615582572826,-11.31024882547571,1.0,0.0,-21.203735582572808,-43.35515837904702,-0.8727526618967918,1.756215375103044,0.5090768983467477
17,2026-01-01,ITC,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1890,1.0090952438330048,1.0,-20.040383701021483,-14.934551524202755,1.0,0.0,-28.308503701021504,-196.7987404880589,-0.8731336767675568,1.7511546177413855,0.5101748431547106
17,2026-01-01,ITC,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2760,1.0072368390295088,1.0,-17.26163203885371,-13.114180800841702,1.0,0.0,-25.529752038853765,-76.16879705830692,-0.8727526618967918,1.755880170685799,0.5099502040970414
17,2026-01-01,ITC,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,560,0.9610158385504229,0.9733305782373303,-18.70171886623954,-7.963897000266007,1.0,0.0,-26.969838866239517,-196.7987404880589,-0.8731336767675568,1.75208932658224,0.5111665666921729
18,2026-01-01,JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,320,0.9592261194649396,0.9669421487603306,-27.053226253472495,-9.42783249034962,1.0,0.0,-35.32134625347247,-194.0877119874729,0.0,3.55248624265827,0.6969716383802793
18,2026-01-01,JUNIORBEES,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,700,0.9680421017583317,0.9670658682634731,-7.031989421761066,-4.991424987841331,1.0,0.0,-15.30010942176106,-27.834360252532164,0.0,3.5568038444213674,0.6969021718618811
18,2026-01-01,JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1780,1.006981820312612,1.0,-18.9533256417142,-13.66120218579181,1.0,0.0,-27.2214456417141,-194.0877119874729,0.0,3.5505111001134138,0.6972160849346104
18,2026-01-01,JUNIORBEES,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,3100,1.0062193253416722,1.0,-13.858299434588178,-8.963514707739373,1.0,0.0,-22.126419434588268,-106.5420087159219,0.0,3.561123542792353,0.6971942598994676
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,440,0.9692203640434338,0.9701209471002917,-18.88985963032945,-7.489106753811869,1.0,0.0,-27.15797963032944,-222.90388548057317,0.0,2.732952964497079,0.41481546634985295
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,60,1.0,1.0,-1.3640703860318126,-1.3640703860318126,1.0,0.0,-9.632190386031818,-1.3640703860318126,-1.3640703860318126,2.7277686852145617,0.4000000000000002
23,2026-01-01,NESTLEIND,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,640,0.9645332144342259,0.9665113416564093,-19.13249600190137,-13.092353407520019,1.0,0.0,-27.400616001901348,-196.23875715453764,0.0,2.7452038339302587,0.41099848347316587
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2010,1.009984187668571,1.0,-24.776477534157866,-16.481252575196727,1.0,0.0,-33.04459753415782,-222.90388548057317,0.0,2.737669458349446,0.41320716194907264
23,2026-01-01,NESTLEIND,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2710,1.006780782922883,1.0,-20.14434070036657,-13.852334118299447,1.0,0.0,-28.41246070036647,-196.23875715453764,0.0,2.744674401951351,0.41292447884817257
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,40,0.9081632653061222,0.9081632653061225,-1.3640703860318126,-1.3640703860318126,1.0,0.0,-9.632190386031814,-1.3640703860318126,-1.3640703860318126,2.727768685214563,0.4000000000000001
24,2026-01-01,NIFTYBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I03_0p60_0p80,R02_partial_0p50_1p00,440,0.9693347910183713,0.9705426356589147,-20.928024634522398,-7.883361205906492,1.0,0.0,-29.19614463452239,-214.7588859605376,-1.426991545075973,1.4294658531999176,0.6196607204124881
24,2026-01-01,NIFTYBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I03_0p60_0p80,R02_partial_0p50_1p00,840,0.9704759701475271,0.983103448275862,-11.21973162013281,-6.086696377298195,1.0,0.0,-19.487851620132826,-71.40307033202453,-1.0712372790566693,1.433167792105704,0.6224364057459401
24,2026-01-01,NIFTYBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1910,1.0104382003830612,1.0,-21.959846132739052,-13.55883822165116,1.0,0.0,-30.22796613273899,-214.7588859605376,-1.426991545075973,1.4305010422207352,0.6205640772347228
24,2026-01-01,NIFTYBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,2860,1.0050349334957884,1.0,-17.58089348229373,-14.62405478670381,1.0,0.0,-25.849013482293703,-114.24083395808692,-1.0710460549812062,1.4350557418267869,0.6220137744553978
26,2026-01-01,RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,780,0.9552976185957138,0.9547511312217195,-17.09023148289848,-12.131321555842733,1.0,0.0,-25.35835148289845,-87.11978971085222,-2.2431583669824118,1.5124134364144242,0.4442354829134914
26,2026-01-01,RELIANCE,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,520,0.9498508348422307,0.9655430733878136,-11.975574447933246,-8.32807384013201,1.0,0.0,-20.243694447933265,-76.06567254104691,0.0,1.5086132123606288,0.44406102591292523
26,2026-01-01,RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2670,1.0075110857587126,1.0,-21.147907301983263,-16.47940074906429,1.0,0.0,-29.41602730198324,-87.11978971085222,-2.2431583669824118,1.5135396892782313,0.44456894328332325
26,2026-01-01,RELIANCE,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2130,1.0144843479976173,1.0,-24.968590059115506,-19.038915543370116,1.0,0.0,-33.23671005911545,-176.4884108468412,0.0,1.5080904127111296,0.44446000217488063
28,2026-01-01,SUNPHARMA,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,590,1.0113625275149993,1.0,-33.78203567918757,-19.26586899209215,1.0,0.0,-42.05015567918753,-179.8212005108557,-1.5291299250730361,2.0384174438914373,0.30509991064287356
28,2026-01-01,SUNPHARMA,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,280,0.9581061881146916,0.9570627333151234,-16.11811025251342,-12.442881140249385,1.0,0.0,-24.386230252513442,-74.07783246232702,0.0,2.0489605971396423,0.3053172406055114
28,2026-01-01,SUNPHARMA,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,160,0.9669933812570528,0.9699576462332715,-35.57368412533735,-13.753311253852374,1.0,0.0,-43.841804125337354,-179.8212005108557,-1.5291299250730361,2.037419934356927,0.30671358008110683
28,2026-01-01,SUNPHARMA,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,1170,1.0089010650008121,1.0,-17.673363819403693,-16.258510313992282,1.0,0.0,-25.94148381940372,-74.07783246232702,0.0,2.0467711904949004,0.3055660216390468
31,2026-01-01,ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,480,0.965130877134981,0.9706390328151986,-9.888455953178857,-9.311600495309214,1.0,0.0,-18.156575953178827,-26.646364674534073,-1.266517499050046,2.5429883806387963,0.4358632012053963
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,720,0.9578289129069437,0.9771689497716894,-21.173463160111787,-9.302123080905943,1.0,0.0,-29.441583160111772,-152.47508025004186,-0.422083403680551,2.5490593892966116,0.4347157383959002
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,60,1.0,1.0,-13.112082601896004,-13.112082601896002,1.0,0.0,-21.380202601896,-19.027484143763207,-7.196681060028798,2.5421574442843844,0.39175704192081984
31,2026-01-01,ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2020,1.0120872520819422,1.0,-29.456807348240236,-15.757420893488527,1.0,0.0,-37.72492734824016,-248.3869607388356,-1.266517499050046,2.5397146399850716,0.4379535284576911
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2630,1.0102595542404194,1.0,-21.747705115410376,-15.58944973455767,1.0,0.0,-30.015825115410355,-152.47508025004186,-0.422083403680551,2.5498189865294614,0.4371472160743897
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,40,0.8341964868469589,0.8341964868469594,-13.112082601896006,-13.112082601896002,1.0,0.0,-21.380202601895995,-19.027484143763207,-7.196681060028798,2.5421574442843844,0.39175704192081984
36,2026-02-02,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,520,0.9677265570289666,0.9769227355434252,-10.968835975226268,-12.3299821039069,0.9230769230769231,0.0,-19.236955975226298,-29.165904973991186,0.08341535843614523,3.4957022188094444,0.3261347823994438
36,2026-02-02,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,680,0.9566208233599177,0.9588849175986388,-7.787899925016957,-6.753207773694259,1.0,0.0,-16.056019925016933,-29.3479435654842,-0.08253072206310108,3.48966758706464,0.33183815166398595
36,2026-02-02,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2180,1.0079351102269758,1.0,-14.240800405662247,-14.358753029449778,0.9724770642201835,0.0,-22.50892040566222,-29.894258325920966,0.08341535843614523,3.4941272679575333,0.32680566051023424
36,2026-02-02,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2420,1.0071666363426257,1.0,-13.179268040754298,-8.551195091779373,1.0,0.0,-21.44738804075435,-61.28391029289304,-0.08253072206310108,3.4895489966564126,0.32831547858545407
40,2026-02-02,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,620,0.9624131756234289,0.9723127035830619,-12.599271677787202,-9.082017605143156,1.0,0.0,-20.867391677787232,-70.83825265643439,0.0,2.790627349099547,0.5719827895344197
40,2026-02-02,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2220,1.0062017262897116,1.0,-18.332702391986672,-16.041288882688853,1.0,0.0,-26.60082239198672,-83.93451720310696,0.0,2.79511829327415,0.5674519363965136
40,2026-02-02,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,580,0.96910401136816,0.9818181818181818,-14.344863072337008,-10.484378276368611,1.0,0.0,-22.612983072337023,-54.325114918512,0.0,2.7957344215102387,0.566442750400341
40,2026-02-02,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2430,1.0075236695019352,1.0,-17.013588375171203,-13.22935524300295,1.0,0.0,-25.28170837517133,-88.77791649327227,0.0,2.79140089453248,0.5693736432672335
43,2026-02-02,HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,180,0.9450438639319658,0.9372623574144486,-23.01166173639502,-30.667320902847408,1.0,0.0,-31.279781736394995,-40.39826981147687,-2.036493971977471,2.454304305431659,0.30735149187955274
43,2026-02-02,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,450,1.0164315310506116,1.0,-30.83462916049665,-31.33265513733385,1.0,0.0,-39.102749160496565,-52.582236171689885,-2.0068231988756846,2.441257739114157,0.30233097844027423
43,2026-02-02,HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,470,1.0065517049548451,1.0,-27.247910387040292,-30.667320902847408,1.0,0.0,-35.51603038704031,-40.39826981147687,-2.036493971977471,2.4525084633893304,0.3049150867604343
43,2026-02-02,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,100,0.9649948471315696,0.9512195121951219,-11.779503833321717,-8.540404245800381,1.0,0.0,-20.04762383332171,-19.90494373806606,-2.0068231988756846,2.432323933571288,0.3026860046277523
44,2026-02-02,HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,920,0.9373033866806808,0.947825648608684,-14.01737900062258,-7.236535938370259,1.0,0.0,-22.285499000622583,-111.11774896947146,0.0,1.2103679561807157,0.5681430506009935
44,2026-02-02,HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,440,0.9617717907110859,0.9600591715976331,-34.59022158400266,-26.38853955662046,1.0,0.0,-42.858341584002666,-179.8453330136085,-1.79964007198552,1.2155051053377293,0.5739415118413349
44,2026-02-02,HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2780,1.011061299457987,1.0,-21.975441118324067,-15.151515151514694,1.0,0.0,-30.24356111832405,-151.5151515151514,0.0,1.211394010979866,0.5711363008479166
44,2026-02-02,HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1960,1.0133770543338494,1.0,-30.781840222877232,-22.146405698209026,1.0,0.0,-39.04996022287718,-179.8453330136085,-1.79964007198552,1.2133374411387658,0.5737885377795695
46,2026-02-02,ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,840,0.9405816648825442,0.9520956175298805,-10.081341919961353,-8.874311632548482,0.9523809523809523,0.0,-18.349461919961332,-36.21387488461414,2.220446049250313e-12,1.4196009676235246,0.364356403757458
46,2026-02-02,ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2230,1.0102365061032692,1.0,-19.986273549052942,-14.925373134327957,1.0,0.0,-28.254393549052942,-63.08706014299781,-0.702839471465877,1.4221282592437265,0.37013900141991035
46,2026-02-02,ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,420,0.9595825452053149,0.9674657534246576,-20.869894103376485,-17.726724810325223,1.0,0.0,-29.13801410337644,-54.800370080420045,-1.419950301739803,1.4240854854782974,0.37033666567420115
46,2026-02-02,ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2608,1.010773690298808,1.0,-17.530863718624516,-14.193456816408156,0.977760736196319,0.0,-25.798983718624566,-83.03761533002051,2.220446049250313e-12,1.42049511174595,0.3686337679528021
48,2026-02-02,ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,2250,1.0089600022988847,1.0,-18.189101831745198,-13.92757660167221,1.0,0.0,-26.457221831745144,-90.51856397668034,-1.5299877600982725,3.0958509298084107,0.7408533634853809
48,2026-02-02,ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,600,0.9648940697887822,0.9707310108509424,-15.866552888176908,-10.81582303533446,1.0,0.0,-24.134672888176933,-90.51856397668034,-1.5304560759110686,3.096278116026711,0.7405050593836413
48,2026-02-02,ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,2340,1.0100616714126287,1.0,-18.517676572331666,-10.81415108914019,1.0,0.0,-26.785796572331574,-121.18423071023065,-1.5429717636150642,3.0940796533342976,0.7415800846498949
