candidate_start_row,entry_row,exit_row,entry_price,exit_price,recent_mid_return_bps,spread_bps,l1_imbalance,l25_imbalance,volume_delta_lookback,forward_return_bps,abs_forward_return_bps,label_side,move_candidate,trade_date,symbol,exchange
0,20,260,1316.6,1316.6,0.0,1.519064256418392,0.017743979721166033,0.016579259008627983,60.0,0.0,0.0,flat,0,2026-01-01,AXISBANK,NSE
5000,20,260,1322.1999999999998,1322.1999999999998,0.0,1.5126304643778967,0.03369434416365824,0.034211371667202055,60.0,0.0,0.0,flat,0,2026-01-01,AXISBANK,NSE
10000,20,260,1328.0,1328.0,0.0,1.5060240963841725,0.015286624203821656,0.017003910899506886,60.0,0.0,0.0,flat,0,2026-01-01,AXISBANK,NSE
20000,20,260,1336.1,1336.1,0.0,1.4968939450643326,0.01859229747675963,0.020382842963488124,40.0,0.0,0.0,flat,0,2026-01-01,AXISBANK,NSE
50000,20,260,1355.1,1355.1,0.0,1.4759058372079217,0.029887920298879204,0.029753989361702128,60.0,0.0,0.0,flat,0,2026-01-01,AXISBANK,NSE
0,20,260,1218.0,1218.0,0.0,2.4630541871936114,-0.29733163913595934,-0.2983378561736771,60.0,0.0,0.0,flat,0,2026-01-01,HCLTECH,NSE
5000,20,260,1223.3000000000002,1223.3000000000002,0.0,2.4523828987162144,-0.28331332533013204,-0.2826470116968435,60.0,0.0,0.0,flat,0,2026-01-01,HCLTECH,NSE
10000,20,260,1226.1,1226.1,0.0,2.446782481037065,-0.2948207171314741,-0.2943991492378589,40.0,0.0,0.0,flat,0,2026-01-01,HCLTECH,NSE
20000,20,260,1230.0,1230.0,0.0,2.439024390245381,-0.2908622908622909,-0.29067170589245833,60.0,0.0,0.0,flat,0,2026-01-01,HCLTECH,NSE
50000,20,260,1253.0,1253.0,0.0,2.3942537909032873,-0.2923673997412678,-0.2917098445595855,60.0,0.0,0.0,flat,0,2026-01-01,HCLTECH,NSE
0,20,260,815.5999999999999,815.5999999999999,0.0,1.2260912211871353,-0.5784919653893696,-0.5781224220425673,60.0,0.0,0.0,flat,0,2026-01-01,HDFCBANK,NSE
