symbol,category,metric,real_value,synthetic_value,synthetic_to_real_ratio,lower_ratio_gate,upper_ratio_gate,calibration_gap
ADANIPORTS,received tick cadence,median_gap_ms,1000.0,500.0,0.5,0.2,5.0,False
ADANIPORTS,tail received tick cadence,p90_gap_ms,439477.0,439477.0,1.0,0.2,5.0,False
ADANIPORTS,median spread scale,median_spread_bps,2.207261891623943,2.2129860789349505,1.0025933430612513,0.25,4.0,False
ADANIPORTS,tail spread scale,p90_spread_bps,3.8593258401394497,4.40100893129725,1.1403569207668216,0.25,4.0,False
ADANIPORTS,displayed L1 depth scale,median_l1_depth,131.0,806.0,6.152671755725191,0.1,10.0,False
ADANIPORTS,displayed L5 depth scale,median_l5_depth,1088.0,6851.0,6.296875,0.1,10.0,False
ADANIPORTS,L1 imbalance scale,median_abs_l1_imbalance,0.6296296296296297,0.21285140562248997,0.33805811481218995,0.25,4.0,False
ADANIPORTS,one-tick volatility scale,one_tick_return_std,0.0004411553501896168,0.00012959971462430718,0.29377341693487974,0.1,10.0,False
AXISBANK,received tick cadence,median_gap_ms,750.0,500.0,0.6666666666666666,0.2,5.0,False
AXISBANK,tail received tick cadence,p90_gap_ms,305452.6999999952,305453.0,1.0000009821488067,0.2,5.0,False
AXISBANK,median spread scale,median_spread_bps,1.5143484515790528,1.5166883110731175,1.0015451262169053,0.25,4.0,False
AXISBANK,tail spread scale,p90_spread_bps,3.025947499809846,3.764046952721688,1.2439234167011244,0.25,4.0,False
AXISBANK,displayed L1 depth scale,median_l1_depth,249.0,808.0,3.244979919678715,0.1,10.0,False
AXISBANK,displayed L5 depth scale,median_l5_depth,3048.0,6870.0,2.2539370078740157,0.1,10.0,False
AXISBANK,L1 imbalance scale,median_abs_l1_imbalance,0.5495978552278821,0.35,0.6368292682926828,0.25,4.0,False
AXISBANK,one-tick volatility scale,one_tick_return_std,0.0004231706657462332,0.00012102563493712493,0.2859972222405925,0.1,10.0,False
BAJAJ-AUTO,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False
BAJAJ-AUTO,tail received tick cadence,p90_gap_ms,1250.0,692.0,0.5536,0.2,5.0,False
BAJAJ-AUTO,median spread scale,median_spread_bps,2.466273707056009,3.344931085556668,1.3562692072606621,0.25,4.0,False
BAJAJ-AUTO,tail spread scale,p90_spread_bps,4.374433608466025,4.895361644841513,1.1190846822700233,0.25,4.0,False
BAJAJ-AUTO,displayed L1 depth scale,median_l1_depth,61.0,52.0,0.8524590163934426,0.1,10.0,False
BAJAJ-AUTO,displayed L5 depth scale,median_l5_depth,366.0,443.0,1.210382513661202,0.1,10.0,False
BAJAJ-AUTO,L1 imbalance scale,median_abs_l1_imbalance,0.5789473684210527,0.9512195121951219,1.6430155210643014,0.25,4.0,False
BAJAJ-AUTO,one-tick volatility scale,one_tick_return_std,0.0007120099059319438,0.00012123672577868089,0.1702739312594186,0.1,10.0,False
BANKBEES,received tick cadence,median_gap_ms,1000.0,500.0,0.5,0.2,5.0,False
BANKBEES,tail received tick cadence,p90_gap_ms,2351.6000000000226,692.0,0.2942677326075835,0.2,5.0,False
BANKBEES,median spread scale,median_spread_bps,3.3338889814976747,3.82299722317458,1.1467080170909545,0.25,4.0,False
BANKBEES,tail spread scale,p90_spread_bps,5.6550400307047,5.861777609182269,1.036558110527081,0.25,4.0,False
BANKBEES,displayed L1 depth scale,median_l1_depth,403.0,800.0,1.9851116625310175,0.1,10.0,False
BANKBEES,displayed L5 depth scale,median_l5_depth,5262.0,6800.0,1.2922843025465602,0.1,10.0,False
BANKBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8080307101727447,0.32792207792207795,0.4058287312520253,0.25,4.0,False
BANKBEES,one-tick volatility scale,one_tick_return_std,0.0002176645338790533,0.00010567418293574486,0.4854910492421489,0.1,10.0,False
BHARTIARTL,received tick cadence,median_gap_ms,750.0,500.0,0.6666666666666666,0.2,5.0,False
BHARTIARTL,tail received tick cadence,p90_gap_ms,3949.100000000017,3949.0,0.9999746777746785,0.2,5.0,False
BHARTIARTL,median spread scale,median_spread_bps,2.0929259104232467,1.5769347017619852,0.7534594005017053,0.25,4.0,False
BHARTIARTL,tail spread scale,p90_spread_bps,3.1563664413141352,3.6575919198571736,1.1587982535812147,0.25,4.0,False
BHARTIARTL,displayed L1 depth scale,median_l1_depth,415.0,806.0,1.9421686746987952,0.1,10.0,False
BHARTIARTL,displayed L5 depth scale,median_l5_depth,3715.0,6851.0,1.8441453566621804,0.1,10.0,False
BHARTIARTL,L1 imbalance scale,median_abs_l1_imbalance,0.5478260869565217,0.3502824858757062,0.6394045377096225,0.25,4.0,False
BHARTIARTL,one-tick volatility scale,one_tick_return_std,0.00043747989030047397,0.00012018861265523118,0.27472945687327965,0.1,10.0,False
