trade_month,symbol,source_rows,dense_rows,multiplier,file_path,bytes
2026-01,ADANIPORTS,8221,65768,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2768386
2026-01,AXISBANK,8225,65800,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=AXISBANK\part-00000.parquet,2767036
2026-01,BAJAJ-AUTO,8221,65768,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=BAJAJ-AUTO\part-00000.parquet,2342861
2026-01,BANKBEES,8216,65728,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2392107
2026-01,BHARTIARTL,8229,65832,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=BHARTIARTL\part-00000.parquet,2483862
2026-01,BPCL,8228,65824,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=BPCL\part-00000.parquet,2598476
2026-01,BRITANNIA,8228,65824,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=BRITANNIA\part-00000.parquet,2768771
2026-01,CIPLA,8216,65728,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2580085
2026-01,DRREDDY,8218,65744,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2733018
2026-01,GOLDBEES,8222,65776,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2780820
2026-01,HCLTECH,8218,65744,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2390621
2026-01,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase109_residual_imbalance_floor\profile=P109_SYMBOL_AWARE_RESIDUAL_IMBALANCE_FLOOR\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2424039
