metric,value,description
phase386_phase385_retest_precommit_complete,1,Phase386 complete
phase386_frozen_primary_scenario_id,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,Frozen primary scenario
phase386_adapted_work_order_rows,273,Expanded work-order rows
phase386_adapted_work_order_dates,16,Diagnostic dates
phase386_adapted_work_order_symbols,27,Symbols
phase386_phase385_estimated_selected_after_refresh,36.19512195121951,Phase385 selected-event estimate
phase386_previous_actual_selected_trades,19,Phase381/382 actual selected trades
phase386_parameter_search_allowed,0,No search
phase386_strategy_retest_executed_now,0,No retest in precommit
phase386_paper_or_live_acceptance_allowed,0,No paper/live
phase386_deployable_profitability_claim_allowed,0,No deployable claim
phase386_next_best_action,execute_phase387_phase385_frozen_retest_no_search,Recommended next action
