metric,value,description
phase463_distributional_actual_move_label_materialization_complete,1,Phase463 label materialization completed
phase463_thesis_id,P463_DISTRIBUTIONAL_ACTUAL_MOVE_LABEL_MATERIALIZATION,Label materialization thesis
phase463_label_rows,1792.0,All materialized label rows
phase463_move_candidate_rows,935.0,Rows passing non-flat move floor
phase463_trade_dates,64.0,Dates with labels
phase463_symbols,7.0,Symbols with labels
phase463_long_label_rows,943.0,Long forward labels
phase463_short_label_rows,838.0,Short forward labels
phase463_strategy_pnl_generated,0,No P&L generated
phase463_strategy_promotion_allowed,0,No promotion
phase463_paper_or_live_acceptance_allowed,0,No paper/live
phase463_deployable_profitability_claim_allowed,0,No deployable claim
phase463_phase464_allowed_next,1,Allows past-only L2 feature-model precommit only if all gates pass
phase463_hard_gate_pass_rows,11,Passed hard gates
phase463_hard_gate_rows,11,Hard gates
phase463_next_best_action,precommit_phase464_past_only_l2_feature_model_on_distributional_actual_move_candidates,Recommended next action
