metric,value,description
phase464_past_only_l1_l5_feature_model_precommit_complete,1,Phase464 precommit completed
phase464_thesis_id,P464_PAST_ONLY_L1_L5_FEATURE_MODEL_PRECOMMIT,Precommit thesis
phase464_model_family_id,class_weighted_regularized_logistic_direction_model_with_tree_baseline_diagnostic,Selected model family
phase464_train_rows,1176,Training rows
phase464_holdout_rows,616,Holdout rows
phase464_train_move_candidate_rows,626,Training move candidates
phase464_holdout_move_candidate_rows,309,Holdout move candidates
phase464_execution_results_generated,0,Precommit only
phase464_strategy_pnl_generated,0,No strategy P&L
phase464_strategy_promotion_allowed,0,No promotion
phase464_paper_or_live_acceptance_allowed,0,No paper/live
phase464_deployable_profitability_claim_allowed,0,No deployable claim
phase464_phase465_allowed_next,1,Allows model fit/evaluation only if all gates pass
phase464_hard_gate_pass_rows,13,Passed hard gates
phase464_hard_gate_rows,13,Hard gates
phase464_next_best_action,run_phase465_train_holdout_past_only_l1_l5_label_model_no_strategy_pnl,Recommended next action
