trade_date,symbol,candidate_start_row,phase464_split,recent_mid_return_bps,spread_bps,l1_imbalance,l25_imbalance,volume_delta_lookback,forward_return_bps,abs_forward_return_bps,label_side,move_candidate
2026-01-01,AXISBANK,0,train,0.0,1.519064256418392,0.3498098859315589,0.0165792590086279,300.0,7.405438250037286,7.405438250037286,long,1
2026-01-01,AXISBANK,5000,train,0.0,1.518061132322144,0.3497142857142857,0.0396643783371472,340.0,-0.5692729246192939,0.5692729246192939,short,0
2026-01-01,AXISBANK,10000,train,0.0,1.518182128717691,0.3483870967741935,0.0192937123169681,280.0,5.294660173907694,5.294660173907694,long,1
2026-01-01,AXISBANK,20000,train,0.0,1.5175687031809793,0.3492884864165588,0.0257251381215469,280.0,5.064885546865505,5.064885546865505,long,1
2026-01-01,HCLTECH,0,train,0.0,2.463054187193612,-0.2973316391359593,-0.2983378561736771,300.0,4.926108374383491,4.926108374383491,long,1
2026-01-01,HCLTECH,5000,train,0.0,2.461568757768953,-0.2904458598726114,-0.2895273716422985,300.0,-0.4307745326115723,0.4307745326115723,short,0
2026-01-01,HCLTECH,10000,train,0.0,2.461780852268158,-0.2906208718626156,-0.2922398589065256,280.0,3.1387705866399886,3.1387705866399886,long,1
2026-01-01,HCLTECH,20000,train,0.0,2.461008398190786,-0.2968553459119497,-0.2986903962390866,300.0,3.629987387332855,3.629987387332855,long,1
2026-01-01,HDFCBANK,0,train,0.0,1.226091221187135,-0.5784919653893696,-0.5781224220425673,300.0,6.345022069643878,6.345022069643878,long,1
2026-01-01,HDFCBANK,5000,train,0.0,1.2259897568558602,-0.5685019206145967,-0.5694753033669459,280.0,5.9767000646704025,5.9767000646704025,long,1
2026-01-01,HDFCBANK,10000,train,0.0,1.2263869213995795,-0.5678073510773131,-0.5686971235194586,300.0,-0.7344844749042051,0.7344844749042051,short,0
2026-01-01,HDFCBANK,20000,train,0.0,1.224773493452333,-0.5710491367861886,-0.5725177304964539,280.0,3.398746444329842,3.398746444329842,long,1
2026-01-01,ICICIBANK,0,train,0.0,1.426228339157423,-0.3767038413878562,-0.3765095119933829,300.0,7.113313841545641,7.113313841545641,long,1
