gate_id,passed,observed_value,required_value,severity
P407_ATTACHMENT_PRESENT,True,1,1,hard
P407_ATTACHMENT_CANCEL_RACE_CHARTER,True,cancel_race=1;p407=1,cancel_race_p407,hard
P407_PHASE298_RAW_DENSE_PRESENT,True,raw_synthetic_l2_dense_full_year,raw_synthetic_l2_dense_full_year,hard
P407_FULL_DEPTH_SCHEMA_PRESENT,True,30,>=30,hard
P407_L1_ONLY_FORBIDDEN,True,0,0,hard
P407_NO_LOOKAHEAD_SOURCE,True,0,0,hard
P407_REAL_ANCHORS_AT_LEAST_THREE,True,16,>=3,hard
P407_LATENCY_GRID_PINNED,True,45,45,hard
P407_LATENCY_HONEST,True,150,>=150,hard
P407_NO_REBATE_PINNED,True,0,0,hard
P407_COST200_FIXED_CAPITAL_PINNED,True,cost=2.0;capital=1000000.0;notional=100000.0,cost200_fixed_capital,hard
P407_ALL_MM_HARD_GATES_PRECOMMITTED,True,18,18,hard
P407_RESULTS_NOT_GENERATED,True,0,0,hard
P407_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all_zero,hard
