phase219_model_fit_id,phase218_model_spec_id,target_label,horizon_sec,coefficient_name,coefficient_value,model_fit_execution,strategy_replay_allowed,test_replay_allowed_next
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,intercept,0.17621863391706466,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,cross_symbol_arrival_count,-0.0033708496549549266,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,cross_symbol_arrival_share,-0.0033708496549593615,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,depth_refresh_count,-0.05383595472957173,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,phase176_universe_symbols,-5.971765859695141e-13,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,quote_churn_count,0.07080918859185868,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,receive_event_count,0.007398315934887798,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,receive_event_rate_baseline_days,-0.01739660087630107,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,receive_event_rate_zscore,0.00546674585037381,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,stale_quote_duration_ms,-0.012876666740415143,1,0,0
P219_P218_EVENT_ONLY_BALANCED_LOGIT_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_BALANCED_LOGIT,event_surprise_down_conditional_label,1,top5_qty_imbalance,-0.01448725875793415,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,intercept,0.17621863391706452,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,cross_symbol_arrival_count,-0.0034770153083193505,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,cross_symbol_arrival_share,-0.003477015308708824,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,depth_refresh_count,-0.05366580873232642,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,phase176_universe_symbols,-1.5286643932261682e-13,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,quote_churn_count,0.07102615179807932,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,receive_event_count,0.006843667432904727,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,receive_event_rate_baseline_days,-0.016959004364401575,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,receive_event_rate_zscore,0.005528381944344738,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,stale_quote_duration_ms,-0.01283550343961526,1,0,0
P219_P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_COMPLEMENT_NB_DIAGNOSTIC,event_surprise_down_conditional_label,1,top5_qty_imbalance,0.0018428457445798024,1,0,0
P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC,event_surprise_down_conditional_label,1,intercept,0.17621863391706488,1,0,0
P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC,event_surprise_down_conditional_label,1,cross_symbol_arrival_count,-0.0076541080728521615,1,0,0
P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_down_conditional_label_H1s,P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC,event_surprise_down_conditional_label,1,cross_symbol_arrival_share,-0.007654108072372491,1,0,0
