metric,value,description
phase284_interpretation_complete,1,Phase284 regime-conditioned full-depth ensemble interpretation completed
phase284_selected_next_route,P284_EVENT_LIFECYCLE_EXIT_SIDE_REDESIGN_PRECOMMIT,Selected next route
phase284_phase283_seed_rows,8,Phase283 seeds interpreted
phase284_phase283_variant_rows,40,Phase283 variants interpreted
phase284_phase283_scenario_rows,240,Phase283 scenarios interpreted
phase284_phase283_sparse_above12_scenario_rows,0,Phase283 cost200 sparse above-12 rows
phase284_phase283_robust_portfolio_floor_scenario_rows,0,Phase283 robust floor rows
phase284_phase283_best_cost200_annualized_pct,11.28247573982665,Best Phase283 cost200 annualized diagnostic
phase284_phase283_best_realized_net_pnl_inr,358.17383301036983,Best Phase283 realized net P&L
phase284_phase283_best_scheduled_event_rows,2,Best Phase283 scheduled events
phase284_positive_full_depth_clue_variant_rows,40,Positive full-depth clue rows
phase284_near_miss_variant_rows,40,Near-miss variants below 12%
phase284_close_phase283_for_acceptance,1,Close Phase283 ensemble route for acceptance
phase284_best_preserved_clue_variant,P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_P282_DEPTH_STABLE_BUCKET,Best preserved Phase283 clue variant
phase284_best_preserved_clue_family,adverse_avoid_net_label_ensemble,Best preserved Phase283 clue family
phase284_best_preserved_clue_bucket,P282_DEPTH_STABLE_BUCKET,Best preserved Phase283 clue bucket
phase284_do_not_relax_cost_threshold,1,Keep cost200 threshold
phase284_do_not_claim_portfolio_return,1,Sparse near-miss is not a robust annual portfolio claim
phase284_strategy_replay_allowed,0,No strategy replay unlocked
phase284_strategy_promotion_allowed,0,No strategy promotion unlocked
phase284_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase284_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase284_hard_gate_pass_rows,9,Hard gates passed
phase284_hard_gate_rows,9,Hard gates evaluated
phase284_next_best_action,run_phase285_event_lifecycle_exit_side_redesign_precommit_no_paper_live,Recommended next milestone
