source_id,symbol,announcement_time_ist,announcement_date,market_session,diagnostic_trade_date,diagnostic_start_rule,diagnostic_real_l2_available,description,text,attachment_url,seq_id,no_lookahead_rule_applied
NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,24-Jul-2026 21:34:22,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,Axis Bank Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/AXISBANK1_24072026213407_SEIntimationQ1FY27EarningsCallTranscriptSigned.pdf,106710529,1
NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,24-Jul-2026 20:21:13,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,"Bharti Airtel Limited has informed the Exchange regarding 'Update on conversion of partly Paid-up equity shares Into Fully Paid-Up Equity Shares, Upon Receipt Of First And Final Call.'.",https://nsearchives.nseindia.com/corporate/BHARTIARTL_24072026202051_STX_Intimation_-_Call_Money.pdf,106710468,1
NSE_CORPORATE_ANNOUNCEMENTS,CIPLA,24-Jul-2026 15:55:05,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Copy of Newspaper Publication,"Cipla Limited has informed the Exchange about Copy of Newspaper Publication of the unaudited financial results for the quarter ended 30th June, 2026.",https://nsearchives.nseindia.com/corporate/CIPLA_24072026155237_SEIntimationNewspaperFRsigned.pdf,106709761,1
NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,24-Jul-2026 15:52:03,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,HDFC Bank Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/HDFCBANK_24072026154746_SEintimationTranscriptofearningscall18jul2026.pdf,106709751,1
NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,24-Jul-2026 19:06:34,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,General Updates,"HDFC Bank Limited has informed the Exchange regarding intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015- Exercise of call option on US$ 1,000,000,000 3.7% Additional Tier 1 Notes  issued by HDFC Bank Limited",https://nsearchives.nseindia.com/corporate/HDFCBANK_24072026190350_SE_Intimation_call_option.pdf,106710326,1
NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,24-Jul-2026 18:08:06,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Credit Rating- New,"ICICI Bank Limited has informed the Exchange about Credit Rating - In continuation to the disclosure made by ICICI Bank Limited (Bank) earlier in the day, please note that Moodys Ratings and S&P Global Ratings have vide letters dated July 24, 2026, assigned Baa3 and BBB rating respectively to the USD denominated Senior Unsecured Fixed Rate Notes issued by ICICI Bank Limited, acting through its IFSC Banking Unit, under the Bank s Global Medium Term Note Programme.",https://nsearchives.nseindia.com/corporate/ICICI2022_24072026180510_NSEBSE_24072026.pdf,106710140,1
NSE_CORPORATE_ANNOUNCEMENTS,INFY,24-Jul-2026 19:30:41,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Copy of Newspaper Publication,Infosys Limited has informed the Exchange about Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Infosys_24072026193029_Financials_newspaper_ad_SE_filing__1_.pdf,106710378,1
NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,24-Jul-2026 18:19:21,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,Kotak Mahindra Bank Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/KOTAK_24072026181759_Transcript.pdf,106710179,1
NSE_CORPORATE_ANNOUNCEMENTS,MARUTI,24-Jul-2026 20:37:33,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Press Release,"Maruti Suzuki India Limited has informed the Exchange regarding a press release dated July 24, 2026, titled ""Maruti Suzuki Launches New Brezza Turbo Boosterjet with Powerpacked Performance"".",https://nsearchives.nseindia.com/corporate/MARUTIASHISH_24072026203435_STxIntimation_BrezzaTurbo_24July2026.pdf,106710482,1
NSE_CORPORATE_ANNOUNCEMENTS,NESTLEIND,24-Jul-2026 18:00:54,2026-07-24,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,Nestle India Limited has informed the Exchange regarding 'Newspaper advertisement   Public Notice regarding loss of share certificate(s)'.,https://nsearchives.nseindia.com/corporate/NESTLEIND1_24072026180000_NewspaperAdvt24072026signed.pdf,106710115,1
