metric,value,description
phase460_actual_move_label_precommit_complete,1,Phase460 precommit completed
phase460_thesis_id,P460_ACTUAL_MOVE_CANDIDATE_LABEL_SOURCE_PRECOMMIT,Actual-move label-source thesis
phase460_selected_source_id,actual_move_candidate_labels_for_past_only_l2_feature_learning,Selected label source
phase460_execution_results_generated,0,Precommit only
phase460_strategy_promotion_allowed,0,No promotion
phase460_paper_or_live_acceptance_allowed,0,No paper/live
phase460_deployable_profitability_claim_allowed,0,No deployable claim
phase460_phase461_allowed_next,1,Whether Phase461 may materialize labels
phase460_hard_gate_pass_rows,10,Passed hard gates
phase460_hard_gate_rows,10,Hard gates
phase460_next_best_action,run_phase461_actual_move_candidate_label_materialization_no_pnl,Recommended next action
