scenario_id,scope_id,scope_candidate_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,candidate_rank,family_id,side,horizon,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,decision,rejection_reason,cash_before_or_after_release_inr,notional_inr,gross_edge_bps,modeled_cost_bps,extra_slippage_bps_applied,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,phase288_variant_id,liquidity_family_id,liquidity_family,pressure_column,side_mode
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,0,2026-07-14,NSE,ITC,4,7,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,scheduled,,100000.0,25000.0,4.226268786552731,16.53624,0.0,-12.30997121344727,-30.774928033618174,-30.774928033618174,75000.0,1,25000.0,0.6721711083602128,0.7210906927129273,0.5797787582615835,14504.974244989557,17586.95973006421,666923.133366012,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,2026-07-14,NSE,ITC,7,10,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,scheduled,,100000.0,25000.0,4.332618370845347,16.53624,0.0,-12.203621629154652,-30.50905407288663,-61.28398210650481,75000.0,1,25000.0,0.6629107352689751,0.7235361622422052,0.5679250771861701,15432.85785217224,15641.315687921284,589179.7252564025,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,2,2026-07-14,NSE,ITC,6,9,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,6.226666778363713,16.53624,0.0,-10.309573221636287,0.0,-61.28398210650481,75000.0,1,25000.0,0.6570419461708848,0.7324587162824786,0.5537816871105956,13381.247034577684,16921.703740347813,686991.9999910227,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,3,2026-07-14,NSE,ITC,6,9,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,9.452624385576616,16.53624,0.0,-7.083615614423383,0.0,-61.28398210650481,75000.0,1,25000.0,0.642917427475931,0.7142729603678303,0.5628980986841817,15591.712655101526,15325.29616247387,577505.1532922077,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,4,2026-07-14,NSE,ITBEES,10,13,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,scheduled,,100000.0,25000.0,18.10380081523775,16.53624,0.0,1.5675608152377514,3.9189020380943784,-57.36508006841043,75000.0,1,25000.0,0.6008495074466464,0.6507222185670525,0.6621018587195044,1044142.81565175,204379.75188472896,6852086.755306174,5.640197189982563,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,5,2026-07-14,NSE,ITBEES,7,10,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,-15.664311751059344,16.53624,0.0,-32.20055175105934,0.0,-57.36508006841043,75000.0,1,25000.0,0.6564972896270546,0.6422441683043631,0.612560233339042,310233.6398437419,200121.94616852183,5538436.336125682,5.451755554387221,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,6,2026-07-14,NSE,ITBEES,15,18,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,scheduled,,100000.0,25000.0,18.17119181976043,16.53624,0.0,1.6349518197604311,4.087379549401078,-53.27770051900935,75000.0,1,25000.0,0.6276056543445157,0.6284930273121138,0.6523716102644418,893035.1164907174,205965.5234745181,6802733.354680639,5.640197189982563,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,7,2026-07-14,NSE,ITC,3,6,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.528437629601713,16.53624,0.0,-7.007802370398286,0.0,-53.27770051900935,75000.0,1,25000.0,0.632096570684874,0.7318007407961657,0.5379506868690805,13544.681041344787,17641.523926888425,640027.1320623393,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,8,2026-07-14,NSE,ITBEES,6,9,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,-15.668812194283115,16.53624,0.0,-32.20505219428311,0.0,-53.27770051900935,75000.0,1,25000.0,0.6615036729305761,0.6047239857816759,0.6343402823104617,309334.0737301578,192782.50588665812,6264943.671148784,5.451755554387221,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,9,2026-07-14,NSE,ITC,9,12,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,4.574290721999739,16.53624,0.0,-11.961949278000262,0.0,-53.27770051900935,75000.0,1,25000.0,0.6687108813784801,0.6095721644017054,0.6131084531593888,53128.75637007221,11075.381066194772,403298.2273435778,5.147981002415245,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
