metric,value,description
phase332_expanded_strategy_search_training_complete,1,Phase332 training-only strategy search completed
phase332_scenario_rows,1036800,Scenario rows evaluated
phase332_family_rows,15,Distinct families evaluated
phase332_cost200_scenario_rows,259200,2x cost-stress scenarios
phase332_passive_aware_scenario_rows,518400,Passive-aware scenarios
phase332_event_bucket_policy_rows,5,Event-bucket policies evaluated
phase332_above12_annualized_scenario_rows,564,Scenarios above 12% annualized research threshold
phase332_cost200_above12_scenario_rows,0,2x cost scenarios above 12% annualized
phase332_cost200_acceptance_grade_candidate_rows,0,2x cost scenarios meeting acceptance-grade breadth
phase332_best_scenario_id,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_base,Best scenario id
phase332_best_family_id,P331_DEPTH_ACCEL_REVERSAL,Best scenario family
phase332_best_execution_policy,taker_entry_taker_exit,Best execution policy
phase332_best_cost_profile,zerodha_base,Best cost profile
phase332_best_event_bucket_policy,all_events,Best event bucket policy
phase332_best_annualized_return_pct,30.5361528844332,Best annualized fixed-capital research metric
phase332_best_scheduled_event_rows,40,Best scheduled event rows
phase332_best_cost200_scenario_id,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,Best 2x-cost scenario id
phase332_best_cost200_annualized_return_pct,11.517554062957867,Best 2x-cost annualized return
phase332_best_cost200_scheduled_event_rows,40,Best 2x-cost scheduled events
phase332_best_acceptance_grade_cost200_scenario_id,,Best 2x-cost acceptance-grade scenario id
phase332_best_acceptance_grade_cost200_annualized_return_pct,,Best 2x-cost acceptance-grade annualized return
phase332_scenario_parquet_written,1,Scenario parquet written
phase332_scenario_parquet_bytes,18894815,Scenario parquet bytes
phase332_annualized_denominator,fixed_initial_capital,No unlimited capital denominator
phase332_strategy_replay_allowed,0,No replay
phase332_strategy_promotion_allowed,0,No promotion
phase332_paper_or_live_acceptance_allowed,0,No paper/live
phase332_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase332_hard_gate_pass_rows,10,Passed hard gates
phase332_hard_gate_rows,10,Hard gates
phase332_next_best_action,run_phase333_event_catalyst_expanded_strategy_search_interpretation_no_replay,Recommended next action
