gate_id,passed,observed_value,required_value,severity
P332_PHASE331_COMPLETE,True,1,1,hard
P332_PHASE331_EXECUTION_ALLOWED,True,1,1,hard
P332_SCENARIOS_PRODUCED,True,1036800,>0,hard
P332_VARIANT_COVERAGE_COMPLETE,True,1036800/1036800,equal,hard
P332_COST200_SCENARIOS_PRESENT,True,259200,>0,hard
P332_PASSIVE_AWARE_SCENARIOS_PRESENT,True,518400,>0,hard
P332_EVENT_BUCKET_SCENARIOS_PRESENT,True,5,>=5,hard
P332_FIXED_CAPITAL_DENOMINATOR,True,all_positive,all_positive,hard
P332_NO_PROFITABILITY_CLAIM,True,profitability_claim_allowed=0,0,hard
P332_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all_zero,hard
