metric,value,description
phase365_post_catalyst_impulse_reversal_precommit_complete,1,Phase365 precommit completed
phase365_thesis_id,P365_POST_CATALYST_IMPULSE_REVERSAL_AFTER_REPLENISHMENT,Precommitted thesis
phase365_source_clue_id,P364_POST_CATALYST_IMPULSE_REVERSAL_AFTER_REPLENISHMENT,Source clue
phase365_decision_delay_seconds,120,Frozen delay
phase365_min_abs_impulse_bps,2.5,Frozen impulse threshold
phase365_min_abs_l2_l5_imbalance,0.25,Frozen depth threshold
phase365_min_replenishment_ratio,0.0,Frozen replenishment threshold
phase365_control_rows,5,Control rows
phase365_strategy_promotion_allowed,0,No promotion
phase365_paper_or_live_acceptance_allowed,0,No paper/live
phase365_deployable_profitability_claim_allowed,0,No deployable claim
phase365_hard_gate_pass_rows,7,Passed hard gates
phase365_hard_gate_rows,7,Hard gates
phase365_next_best_action,run_phase366_post_catalyst_impulse_reversal_frozen_diagnostic_no_paper_live,Recommended next milestone
